%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82973.211,299.793,0.964,15.128,110.329,109.250,-7.243,-2.341,-0.321,-0.626,1.081,-3.633,-4.058,-4.068,-1.898,1.462,4.332,-3.612,2.932,0.523,-0.518,-2.027,0.000,7.118,-13.043,-2.331,18.094,-15.068
82965.148,299.791,0.964,15.118,110.171,109.090,-7.568,-2.787,-0.962,0.523,0.973,-3.841,-4.058,-4.496,-1.674,1.566,4.120,-3.506,2.408,1.675,-1.244,-2.140,0.000,7.157,-13.043,-2.331,18.094,-15.089
82969.180,299.795,0.964,15.118,110.171,109.250,-7.243,-3.122,-1.069,0.314,0.973,-3.945,-3.097,-4.175,-2.233,1.148,4.543,-3.612,2.304,1.675,-0.726,-2.140,0.000,7.176,-13.053,-2.330,18.094,-15.089
82973.211,299.791,0.964,15.117,110.171,108.930,-7.351,-2.007,-1.925,-0.000,0.973,-4.152,-3.524,-3.961,-1.340,0.835,4.332,-3.293,2.094,1.256,-0.829,-3.041,0.000,7.234,-13.033,-2.331,18.110,-15.079
82973.211,299.791,0.964,15.117,110.171,108.770,-7.243,-2.118,-0.642,0.314,0.973,-3.530,-4.165,-3.747,-1.898,0.418,3.909,-3.718,2.618,0.523,-0.207,-2.252,0.000,7.291,-13.063,-2.330,18.094,-15.079
82973.211,299.793,0.964,15.117,110.171,108.930,-7.568,-2.341,-0.642,0.523,0.649,-3.633,-3.417,-5.139,-2.121,1.357,3.909,-3.293,2.513,1.361,-1.140,-2.703,0.000,7.330,-13.053,-2.330,18.110,-15.089
82973.211,299.791,0.964,15.112,110.092,108.930,-6.919,-3.122,-0.855,0.418,0.757,-3.841,-3.417,-4.175,-2.567,0.731,4.437,-4.143,2.722,1.361,-1.140,-2.703,0.000,7.330,-13.094,-2.330,18.110,-15.079
82973.211,299.791,0.964,15.112,110.092,108.770,-7.568,-1.895,-1.711,-0.209,1.081,-4.464,-3.524,-4.389,-1.898,0.626,4.332,-2.974,2.513,1.466,-0.518,-3.266,0.000,7.407,-13.104,-2.332,18.078,-15.068
82977.243,299.790,0.964,15.111,110.092,108.930,-7.135,-2.007,-1.390,0.314,0.865,-3.841,-4.058,-4.603,-1.563,0.522,4.120,-3.506,2.513,0.942,-0.726,-2.365,0.000,7.426,-13.124,-2.332,18.094,-15.089
82969.180,299.791,0.964,15.112,110.092,108.930,-8.000,-2.676,-1.176,-0.418,1.406,-3.530,-3.738,-5.139,-2.121,1.879,3.804,-2.974,2.199,1.152,-0.415,-2.815,0.000,7.484,-13.155,-2.332,18.078,-15.068
82969.180,299.791,0.964,15.107,110.013,108.770,-6.919,-2.564,-1.497,0.418,0.324,-3.322,-3.524,-4.389,-2.121,1.357,4.226,-3.612,2.618,1.361,-1.451,-2.365,0.000,7.522,-13.205,-2.332,18.078,-15.079
82977.243,299.791,0.964,15.111,110.092,108.930,-7.135,-2.230,-1.604,0.314,0.973,-4.464,-3.417,-4.496,-2.010,0.940,3.804,-3.293,2.199,1.152,-0.726,-3.716,0.000,7.541,-13.205,-2.333,18.094,-15.079
82977.243,299.791,0.964,15.111,110.092,108.930,-7.351,-1.672,-1.283,-0.209,0.649,-3.633,-3.631,-4.496,-1.005,0.626,4.332,-3.612,1.990,1.152,-1.348,-2.928,0.000,7.599,-13.236,-2.334,18.110,-15.079
82977.243,299.788,0.964,15.106,110.013,108.610,-7.676,-2.787,-1.497,-0.522,1.190,-3.841,-4.058,-4.710,-1.786,1.670,3.275,-3.399,2.304,0.209,-0.518,-2.140,0.000,7.618,-13.277,-2.336,18.110,-15.057
82973.211,299.790,0.964,15.106,110.013,108.770,-6.919,-2.341,-1.176,0.418,0.324,-3.945,-3.524,-4.496,-2.345,1.044,4.121,-3.612,2.409,1.780,-1.348,-3.041,0.000,7.657,-13.307,-2.337,18.094,-15.089
82977.243,299.788,0.964,15.117,110.171,108.610,-7.243,-3.233,-1.283,-0.209,1.514,-3.322,-3.631,-4.282,-2.903,0.835,4.015,-2.974,2.409,1.047,-0.829,-2.927,0.000,7.676,-13.317,-2.338,18.094,-15.089
82973.211,299.791,0.964,15.106,110.013,108.770,-7.026,-2.230,-1.390,0.314,1.298,-3.530,-3.844,-4.068,-0.782,0.731,3.698,-3.399,1.780,1.465,-1.037,-2.590,0.000,7.695,-13.358,-2.340,18.078,-15.068
82981.274,299.790,0.964,15.105,110.013,108.770,-7.458,-1.784,-0.748,-0.209,1.081,-3.530,-3.951,-4.175,-1.786,1.253,3.804,-3.293,2.618,0.419,-0.311,-2.252,0.000,7.734,-13.388,-2.342,18.110,-15.079
82977.243,299.788,0.964,15.106,110.013,108.450,-7.458,-2.564,-0.962,0.732,0.973,-3.841,-3.417,-5.139,-2.233,1.566,4.015,-3.293,2.304,1.675,-0.933,-2.702,0.000,7.734,-13.409,-2.343,18.094,-15.079
82977.243,299.793,0.964,15.106,110.013,108.450,-7.134,-2.453,-0.428,0.105,1.947,-3.530,-3.097,-3.747,-1.898,1.566,4.332,-3.718,2.828,1.884,-0.311,-2.365,0.000,7.734,-13.439,-2.345,18.094,-15.057
82973.211,299.793,0.964,15.095,109.855,108.610,-6.918,-1.561,-1.497,0.837,1.190,-3.737,-3.204,-4.389,-1.563,1.148,3.909,-3.293,1.990,1.151,-0.829,-2.365,0.000,7.772,-13.459,-2.346,18.061,-15.068
82973.211,299.793,0.964,15.101,109.934,108.290,-7.458,-2.007,-1.176,0.105,1.081,-3.426,-4.058,-4.389,-1.563,0.731,3.804,-3.293,2.828,0.733,-0.415,-1.914,0.000,7.753,-13.470,-2.347,18.061,-15.047
82973.211,299.791,0.964,15.095,109.855,108.610,-7.242,-2.453,-0.962,0.523,0.973,-3.737,-3.097,-5.246,-2.010,1.461,3.487,-3.081,2.618,1.047,-1.140,-2.477,0.000,7.811,-13.510,-2.350,18.110,-15.089
82973.211,299.790,0.964,15.101,109.934,108.290,-6.810,-3.233,-1.925,-0.000,0.649,-3.737,-3.631,-3.854,-2.233,1.148,3.592,-4.143,2.199,1.570,-1.244,-2.365,0.000,7.792,-13.520,-2.350,18.094,-15.068
82973.211,299.790,0.964,15.090,109.776,108.610,-7.134,-2.341,-1.497,-0.000,1.298,-4.775,-3.951,-4.282,-2.456,0.940,3.698,-3.293,1.466,1.151,-0.829,-4.053,0.000,7.811,-13.531,-2.354,18.078,-15.079
82969.180,299.793,0.964,15.096,109.855,108.450,-6.702,-2.007,-1.069,0.209,0.865,-4.049,-3.951,-4.389,-1.451,0.626,4.121,-3.506,2.409,0.628,-0.726,-2.477,0.000,7.811,-13.551,-2.354,18.094,-15.068
82977.243,299.795,0.964,15.095,109.855,108.290,-7.783,-2.899,-0.642,-0.626,0.865,-3.737,-3.310,-4.175,-2.009,1.044,3.170,-3.506,2.513,1.361,-0.933,-2.139,0.000,7.792,-13.551,-2.355,18.078,-15.068
