%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82299.968,299.887,0.956,25.053,300.045,276.899,-8.650,-3.122,-1.711,-0.418,-0.756,-5.607,-4.699,-5.246,-3.126,0.104,3.487,-4.355,0.838,0.105,-2.073,-3.266,0.000,10.731,-14.217,0.071,-0.030,42.987
82291.906,299.887,0.956,25.051,299.966,277.059,-9.731,-4.125,-2.780,-0.940,0.324,-5.295,-4.378,-4.710,-3.573,0.104,3.487,-3.505,1.780,0.837,-1.244,-3.153,0.000,10.673,-14.247,0.072,-0.014,42.998
82295.937,299.885,0.956,25.057,300.124,277.059,-9.731,-3.233,-2.459,-0.940,-0.108,-5.295,-3.844,-5.031,-1.563,-0.521,3.803,-3.399,1.152,0.314,-1.348,-2.477,0.000,10.616,-14.288,0.074,-0.014,42.976
82299.968,299.885,0.956,25.050,299.966,277.059,-8.542,-2.787,-0.962,-0.835,0.216,-4.776,-4.592,-4.710,-2.233,0.522,3.275,-3.612,1.466,-0.732,-1.037,-3.041,0.000,10.558,-14.319,0.076,-0.014,42.998
82304.000,299.885,0.956,25.053,300.045,277.059,-9.299,-3.456,-1.925,-0.626,-0.108,-5.088,-3.738,-5.888,-3.238,0.313,2.958,-4.355,1.152,0.314,-1.762,-3.604,0.000,10.519,-14.349,0.077,0.003,42.998
82291.906,299.887,0.956,25.058,300.124,277.059,-9.083,-4.013,-2.245,-0.313,0.324,-5.503,-4.378,-4.282,-3.126,1.044,3.698,-4.249,1.466,0.523,-1.451,-3.266,0.000,10.481,-14.379,0.078,-0.014,42.998
82295.937,299.887,0.956,25.054,300.045,277.219,-8.974,-2.787,-2.566,-0.835,0.000,-5.607,-4.485,-5.246,-2.568,-0.104,2.958,-3.824,0.105,0.314,-1.555,-3.378,0.000,10.481,-14.379,0.079,0.003,43.009
82283.843,299.885,0.956,25.059,300.124,277.219,-9.407,-3.233,-2.138,-0.835,0.216,-4.568,-5.019,-4.603,-2.791,0.104,3.803,-4.037,1.257,0.314,-1.140,-2.590,0.000,10.462,-14.369,0.078,-0.014,42.987
82299.968,299.885,0.956,25.057,300.124,277.379,-9.839,-3.122,-1.711,-0.522,1.081,-4.568,-3.204,-4.496,-2.345,0.731,2.958,-4.037,1.466,0.419,-1.244,-3.041,0.000,10.500,-14.359,0.078,-0.014,42.966
82299.968,299.888,0.956,25.060,300.203,277.219,-8.650,-3.790,-2.138,-0.522,0.433,-5.191,-4.165,-5.246,-3.461,0.209,3.698,-4.780,1.466,0.314,-1.555,-2.365,0.000,10.519,-14.359,0.077,-0.014,42.987
