%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83303.785,299.930,0.968,24.900,299.952,294.115,-7.568,-3.122,-2.138,-0.104,-0.108,-4.360,-3.844,-5.031,-2.680,1.253,3.910,-4.249,1.989,1.151,-1.866,-2.928,0.000,33.950,61.615,-1.073,37.918,-7.059
83307.817,299.930,0.968,24.893,299.794,293.955,-8.000,-3.233,-1.604,0.105,0.865,-4.672,-3.524,-4.068,-2.791,1.148,4.015,-3.399,2.513,1.361,-0.207,-2.477,0.000,34.027,61.615,-1.071,37.918,-7.038
83307.817,299.930,0.968,24.893,299.794,294.275,-7.460,-2.118,-1.604,0.314,1.190,-3.633,-3.524,-4.710,-2.233,0.104,4.015,-3.187,1.571,1.151,-0.933,-2.590,0.000,34.085,61.666,-1.071,37.934,-7.049
83307.817,299.929,0.968,24.889,299.715,294.115,-7.676,-2.341,-0.642,-0.731,0.757,-3.737,-3.310,-4.603,-1.563,1.148,3.698,-3.718,2.618,0.523,-0.622,-2.365,0.000,34.143,61.706,-1.069,37.951,-7.059
83307.817,299.929,0.968,24.886,299.636,294.115,-7.135,-2.676,-0.642,0.523,0.973,-3.737,-3.631,-4.817,-1.786,1.566,4.015,-3.399,2.199,1.361,-1.658,-2.477,0.000,34.200,61.757,-1.068,37.951,-7.038
83307.817,299.929,0.968,24.886,299.636,293.955,-6.919,-3.344,-1.390,0.523,1.298,-3.945,-3.310,-3.747,-1.675,1.462,4.121,-3.824,2.722,1.465,-0.622,-2.590,0.000,34.239,61.757,-1.068,37.918,-7.059
83311.848,299.927,0.968,24.885,299.636,293.955,-7.351,-2.230,-1.604,0.209,0.541,-4.360,-3.310,-4.603,-2.680,0.104,3.698,-3.718,1.466,0.523,-1.348,-3.041,0.000,34.239,61.798,-1.067,37.951,-7.038
83311.848,299.929,0.968,24.895,299.873,294.115,-8.000,-2.341,-1.176,-0.209,0.973,-3.945,-4.165,-4.282,-1.563,0.522,4.438,-2.762,2.722,0.628,-0.726,-2.252,0.000,34.316,61.828,-1.066,37.918,-7.049
83303.785,299.929,0.968,24.890,299.715,293.794,-8.216,-2.453,-1.283,0.105,0.541,-4.256,-3.417,-5.353,-2.679,0.626,2.536,-3.187,1.780,1.047,-1.140,-3.041,0.000,34.374,61.828,-1.066,37.902,-7.038
83303.785,299.927,0.968,24.887,299.636,294.115,-7.676,-3.456,-1.497,-0.626,0.541,-4.152,-3.524,-4.496,-2.344,1.044,4.332,-4.355,1.885,1.151,-1.451,-2.477,0.000,34.393,61.828,-1.066,37.918,-7.059
83307.817,299.927,0.968,24.886,299.636,293.634,-7.784,-2.787,-1.711,-0.835,0.757,-4.879,-3.738,-4.496,-2.009,0.835,4.332,-3.718,1.885,1.047,-0.933,-3.604,0.000,34.451,61.839,-1.065,37.934,-7.049
83303.785,299.927,0.968,24.887,299.636,293.955,-7.135,-1.672,-1.711,-0.940,0.757,-3.841,-3.631,-4.282,-2.233,-0.313,3.170,-3.399,2.094,0.733,-1.451,-3.041,0.000,34.470,61.818,-1.064,37.918,-7.059
83295.723,299.927,0.967,24.891,299.715,293.794,-8.216,-3.010,-1.604,-0.626,0.324,-4.152,-3.951,-4.496,-2.456,1.253,3.064,-3.506,2.304,0.419,-1.244,-2.477,0.000,34.489,61.808,-1.065,37.902,-7.070
83295.723,299.925,0.968,24.884,299.557,293.634,-7.568,-3.010,-1.069,-0.104,0.216,-4.256,-3.204,-4.817,-2.233,1.148,4.226,-3.612,1.780,1.256,-1.658,-2.928,0.000,34.489,61.767,-1.063,37.934,-7.038
83303.785,299.927,0.968,24.893,299.794,293.955,-7.892,-3.010,-0.962,-0.104,0.649,-4.464,-3.951,-3.854,-3.014,-0.000,3.804,-3.824,1.989,0.523,-0.518,-3.153,0.000,34.489,61.717,-1.064,37.918,-7.059
83307.817,299.925,0.968,24.889,299.715,293.794,-7.676,-2.341,-2.138,-0.418,0.757,-4.256,-4.485,-4.496,-1.786,0.418,3.487,-3.399,1.361,1.466,-0.829,-2.027,0.000,34.489,61.696,-1.063,37.951,-7.059
83303.785,299.925,0.968,24.887,299.636,293.634,-7.460,-2.118,-0.642,-0.522,1.406,-3.426,-3.951,-3.640,-1.451,0.940,4.649,-3.293,2.199,0.733,-0.518,-1.802,0.000,34.470,61.625,-1.062,37.918,-7.049
83299.754,299.925,0.968,24.884,299.557,293.474,-7.784,-2.118,-1.176,0.418,1.190,-3.633,-3.310,-5.138,-1.898,0.940,4.226,-3.293,2.094,1.466,-0.622,-1.914,0.000,34.489,61.564,-1.061,37.918,-7.070
83299.754,299.924,0.968,24.881,299.478,293.474,-7.027,-3.010,-0.855,0.105,1.081,-3.633,-3.417,-4.068,-2.456,1.357,4.226,-3.824,2.199,1.361,-0.726,-2.927,0.000,34.489,61.493,-1.061,37.918,-7.038
83303.785,299.925,0.968,24.887,299.636,293.474,-7.676,-2.453,-1.925,-0.209,0.973,-4.672,-4.058,-4.175,-1.563,0.731,3.592,-3.399,1.780,1.361,-0.933,-3.378,0.000,34.489,61.422,-1.061,37.918,-7.070
