%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
17250.660,272.770,0.220,15.187,25.408,24.894,-7.463,-1.338,-0.428,-0.313,1.298,-3.531,-3.419,-4.070,-1.005,1.566,4.333,-2.550,2.408,0.524,-0.415,-2.253,0.000,43.340,-18.822,-1.021,32.962,-30.012
17250.660,272.770,0.220,15.187,25.408,24.734,-7.354,-2.230,-0.428,0.314,1.190,-4.050,-3.098,-4.712,-1.452,1.671,3.910,-3.082,2.513,1.466,-0.415,-1.577,0.000,43.282,-18.822,-1.018,32.962,-30.033
17254.691,272.769,0.220,15.185,25.408,24.894,-6.705,-2.453,-0.535,0.732,0.216,-3.739,-2.884,-4.177,-1.452,1.566,4.755,-3.082,2.513,1.466,-0.829,-1.239,0.000,43.282,-18.833,-1.015,32.978,-30.022
17250.660,272.770,0.220,15.187,25.408,24.734,-7.354,-1.895,-0.749,0.523,1.730,-4.154,-2.778,-3.748,-2.456,1.358,4.121,-3.401,2.513,1.361,-0.518,-2.365,0.000,43.224,-18.833,-1.012,32.978,-30.022
17254.691,272.767,0.220,15.209,25.487,24.734,-7.030,-1.338,-1.284,0.941,0.865,-4.154,-3.205,-3.748,-1.675,1.462,4.967,-2.657,1.780,1.675,-0.104,-1.690,0.000,43.147,-18.853,-1.009,32.978,-30.022
17254.691,272.769,0.220,15.185,25.408,24.894,-7.354,-1.561,-0.428,0.732,1.514,-3.635,-3.739,-4.177,-1.452,0.731,5.284,-3.082,2.932,0.942,0.312,-1.802,0.000,43.090,-18.873,-1.006,32.978,-30.022
17246.629,272.766,0.220,15.189,25.408,24.734,-7.787,-1.895,-0.428,-0.104,1.298,-3.946,-3.098,-3.855,-1.452,1.566,4.016,-3.082,3.037,0.838,-0.622,-1.690,0.000,43.013,-18.894,-1.003,32.978,-30.012
17250.660,272.767,0.220,15.187,25.408,24.574,-7.463,-1.784,-0.535,0.732,0.865,-3.427,-3.205,-4.605,-1.340,1.775,4.333,-2.550,2.722,1.570,-0.933,-1.915,0.000,42.974,-18.904,-1.001,32.962,-30.044
17250.660,272.767,0.220,15.211,25.487,24.574,-7.138,-2.453,-0.856,0.627,0.757,-4.154,-2.884,-3.855,-1.228,1.358,4.438,-3.401,2.618,1.466,-1.037,-1.577,0.000,42.878,-18.934,-0.997,32.978,-30.001
17250.660,272.769,0.220,15.234,25.566,24.734,-7.138,-2.230,-0.856,0.523,1.514,-3.739,-3.205,-3.855,-1.675,1.149,4.967,-2.869,2.722,1.256,-0.518,-2.591,0.000,42.859,-18.965,-0.996,32.978,-30.022
17258.723,272.764,0.220,15.183,25.408,24.734,-7.246,-1.449,-1.498,0.418,0.865,-3.635,-3.312,-3.855,-1.340,1.044,4.333,-2.763,1.675,1.885,-0.207,-2.253,0.000,42.801,-19.005,-0.992,32.962,-30.044
17254.691,272.766,0.220,15.185,25.408,24.894,-7.679,-1.784,-0.214,0.314,0.649,-3.427,-3.632,-3.962,-1.563,1.044,4.650,-2.444,2.618,0.628,-0.311,-1.014,0.000,42.743,-19.046,-0.990,32.978,-30.022
17250.660,272.769,0.220,15.187,25.408,24.574,-7.463,-2.007,-0.535,0.209,1.622,-3.427,-2.778,-3.855,-1.898,1.880,3.804,-2.763,2.618,1.256,-0.622,-1.802,0.000,42.666,-19.077,-0.988,32.978,-30.033
17262.754,272.764,0.220,15.182,25.408,24.734,-6.705,-2.230,-0.428,0.418,0.757,-3.946,-3.419,-4.712,-1.563,1.358,4.438,-2.869,2.723,1.466,-1.244,-1.577,0.000,42.647,-19.137,-0.985,32.995,-30.022
17254.691,272.767,0.220,15.209,25.487,24.734,-7.463,-2.564,-1.391,0.418,1.514,-3.531,-2.991,-3.748,-2.121,1.253,5.284,-3.613,2.408,1.466,-0.207,-1.802,0.000,42.570,-19.178,-0.983,32.962,-30.033
17250.660,272.766,0.220,15.187,25.408,24.734,-7.030,-1.561,-0.963,0.209,1.406,-4.258,-3.098,-4.070,-1.787,1.149,4.121,-2.657,2.408,1.047,0.415,-2.591,0.000,42.570,-19.229,-0.981,32.962,-30.022
17254.691,272.764,0.220,15.185,25.408,24.574,-7.246,-1.338,-0.856,0.941,1.406,-3.843,-3.312,-3.962,-0.782,1.044,4.227,-2.976,2.513,1.570,-0.415,-1.690,0.000,42.493,-19.280,-0.978,32.995,-30.022
17258.723,272.762,0.220,15.183,25.408,24.894,-6.706,-1.895,-0.428,0.314,1.190,-3.843,-3.419,-4.498,-1.117,1.462,4.016,-2.657,3.246,0.733,-1.037,-1.464,0.000,42.435,-19.331,-0.976,32.978,-30.022
17254.691,272.761,0.220,15.161,25.329,24.574,-7.571,-1.338,-0.535,0.314,1.298,-3.323,-2.991,-4.070,-1.675,1.462,4.333,-2.550,2.827,1.361,-0.207,-2.028,0.000,42.339,-19.392,-0.975,32.962,-30.022
17258.723,272.766,0.220,15.183,25.408,24.574,-7.030,-2.453,-0.428,0.418,0.865,-3.427,-3.098,-4.498,-1.675,1.253,4.333,-2.976,2.513,1.675,-1.244,-1.464,0.000,42.301,-19.402,-0.973,32.978,-30.022
17238.566,272.759,0.220,15.050,24.934,24.254,-6.814,-1.561,-0.428,-0.313,1.406,-3.531,-3.846,-3.748,-1.898,1.566,4.332,-3.188,2.827,0.523,-0.311,-1.126,0.000,22.555,-6.273,-0.149,32.946,-27.006
17242.598,272.759,0.220,15.024,24.855,24.254,-8.112,-1.895,-0.321,-0.209,1.190,-3.323,-2.778,-4.391,-2.233,1.775,3.909,-2.444,2.513,0.942,-0.207,-1.577,0.000,22.555,-6.293,-0.149,32.962,-27.017
17238.566,272.758,0.220,15.002,24.776,24.414,-7.354,-2.230,-0.321,0.523,0.108,-3.531,-2.991,-4.391,-1.675,1.880,4.755,-2.976,2.513,1.466,-1.037,-1.802,0.000,22.535,-6.314,-0.147,32.962,-27.017
17238.566,272.759,0.220,15.050,24.934,24.094,-6.706,-2.341,-0.749,0.627,1.406,-3.946,-3.419,-3.963,-2.345,1.149,4.543,-3.613,2.408,1.780,-0.622,-1.802,0.000,22.478,-6.324,-0.147,32.995,-27.027
17242.598,272.754,0.220,15.048,24.934,24.414,-6.814,-1.449,-0.749,0.209,1.190,-4.569,-2.884,-3.641,-1.563,1.358,4.860,-2.976,2.723,1.361,-0.415,-2.253,0.000,22.420,-6.344,-0.145,32.995,-27.038
17242.598,272.759,0.220,15.048,24.934,24.254,-7.030,-1.784,-0.963,0.209,1.081,-3.219,-3.419,-4.284,-1.005,0.940,4.649,-2.444,2.618,1.047,-0.726,-1.690,0.000,22.401,-6.344,-0.144,32.995,-27.017
17242.598,272.759,0.220,15.024,24.855,24.254,-7.138,-1.003,-0.321,-0.000,1.081,-3.323,-3.525,-4.177,-1.340,1.462,4.438,-2.976,2.827,0.733,-0.104,-1.577,0.000,22.324,-6.344,-0.143,32.995,-27.027
17238.566,272.759,0.220,15.050,24.934,24.254,-7.571,-1.561,-0.107,0.209,0.973,-3.116,-2.671,-4.605,-1.563,1.462,4.332,-2.763,2.932,1.466,-0.622,-1.577,0.000,22.343,-6.364,-0.143,32.946,-27.017
17246.629,272.758,0.220,15.046,24.934,24.574,-6.814,-2.676,-0.428,0.523,0.757,-3.219,-2.991,-4.498,-1.228,1.462,4.755,-3.082,2.199,1.570,-0.829,-1.915,0.000,22.304,-6.354,-0.140,32.978,-27.027
17246.629,272.759,0.220,15.070,25.013,24.574,-6.922,-2.007,-0.428,0.418,1.190,-3.946,-3.205,-3.427,-2.121,1.253,5.177,-3.294,2.513,1.885,-0.207,-1.352,0.000,22.285,-6.324,-0.140,32.978,-27.027
17242.598,272.759,0.220,15.024,24.855,24.254,-7.138,-1.449,-1.070,0.523,1.190,-4.050,-3.419,-3.641,-1.787,1.462,4.544,-2.444,2.408,1.989,-0.726,-2.253,0.000,22.266,-6.354,-0.138,32.995,-27.027
17242.598,272.758,0.220,15.000,24.776,24.574,-7.138,-1.561,-0.535,0.314,1.838,-3.739,-3.739,-3.855,-1.228,0.418,4.227,-2.444,2.513,1.780,-0.518,-1.352,0.000,22.247,-6.344,-0.137,32.995,-27.027
