%Time [ms]	Commanded Torque [mNm]	Angular Velocity [RPM]	Actual Current [Amp]	%10/31/20191:14 PM
0.000	0.000	0.000	0.000
20.000	20.000	50.781	0.020
30.000	20.000	50.781	0.020
40.000	20.000	50.781	0.020
50.000	20.000	78.125	0.018
60.000	20.000	78.125	0.018
70.000	20.000	78.125	0.018
80.000	20.000	62.500	0.025
90.000	20.000	62.500	0.025
100.000	20.000	62.500	0.025
110.000	20.000	68.359	0.032
120.000	20.000	68.359	0.032
130.000	20.000	68.359	0.032
140.000	20.000	74.219	0.028
150.000	20.000	74.219	0.028
160.000	20.000	74.219	0.028
170.000	20.000	58.594	0.008
180.000	20.000	58.594	0.008
190.000	20.000	58.594	0.008
200.000	20.000	48.828	0.024
210.000	20.000	48.828	0.024
220.000	20.000	48.828	0.024
230.000	20.000	80.078	0.042
240.000	20.000	80.078	0.042
250.000	20.000	80.078	0.042
260.000	20.000	70.312	0.012
270.000	20.000	70.312	0.012
280.000	20.000	70.312	0.012
290.000	20.000	82.031	0.010
300.000	20.000	82.031	0.010
310.000	20.000	82.031	0.010
320.000	20.000	76.172	0.041
330.000	20.000	76.172	0.041
340.000	20.000	76.172	0.041
350.000	20.000	52.734	0.026
360.000	20.000	52.734	0.026
370.000	20.000	52.734	0.026
380.000	20.000	58.594	0.041
390.000	20.000	58.594	0.041
400.000	20.000	58.594	0.041
410.000	20.000	76.172	0.020
420.000	20.000	76.172	0.020
430.000	20.000	76.172	0.020
440.000	20.000	58.594	0.026
450.000	20.000	58.594	0.026
460.000	20.000	58.594	0.026
470.000	20.000	54.687	0.019
480.000	20.000	54.687	0.019
490.000	20.000	54.687	0.019
500.000	20.000	54.687	0.028
510.000	20.000	54.687	0.028
520.000	20.000	54.687	0.028
530.000	20.000	72.266	0.022
540.000	20.000	72.266	0.022
550.000	20.000	72.266	0.022
560.000	20.000	72.266	0.026
570.000	20.000	72.266	0.026
580.000	20.000	72.266	0.026
590.000	20.000	74.219	0.036
600.000	20.000	74.219	0.036
610.000	20.000	74.219	0.036
620.000	20.000	74.219	0.025
630.000	20.000	74.219	0.025
640.000	20.000	74.219	0.025
650.000	20.000	50.781	0.025
660.000	20.000	50.781	0.025
670.000	20.000	50.781	0.025
680.000	20.000	87.891	0.024
690.000	20.000	87.891	0.024
700.000	20.000	87.891	0.024
710.000	20.000	80.078	0.021
720.000	20.000	80.078	0.021
730.000	20.000	80.078	0.021
740.000	20.000	85.937	0.027
750.000	20.000	85.937	0.027
760.000	20.000	85.937	0.027
770.000	20.000	109.375	0.032
780.000	20.000	109.375	0.032
790.000	20.000	109.375	0.032
800.000	20.000	64.453	0.024
810.000	20.000	64.453	0.024
820.000	20.000	64.453	0.024
830.000	20.000	72.266	0.027
840.000	20.000	72.266	0.027
850.000	20.000	72.266	0.027
860.000	20.000	68.359	0.025
870.000	20.000	68.359	0.025
880.000	20.000	68.359	0.025
890.000	20.000	99.609	0.033
900.000	20.000	99.609	0.033
910.000	20.000	99.609	0.033
920.000	20.000	66.406	0.035
930.000	20.000	66.406	0.035
940.000	20.000	66.406	0.035
950.000	20.000	66.406	0.017
960.000	20.000	66.406	0.017
970.000	20.000	66.406	0.017
980.000	20.000	50.781	0.039
990.000	20.000	50.781	0.039
1000.000	20.000	50.781	0.039
1010.000	20.000	66.406	0.021
1020.000	20.000	66.406	0.021
1030.000	20.000	66.406	0.021
1040.000	20.000	85.937	0.043
1050.000	20.000	85.937	0.043
1060.000	20.000	85.937	0.043
1070.000	20.000	42.969	0.036
1080.000	20.000	42.969	0.036
1090.000	20.000	42.969	0.036
1100.000	20.000	41.016	0.360
1110.000	20.000	41.016	0.360
1120.000	20.000	41.016	0.360
1130.000	20.000	97.656	0.534
1140.000	20.000	97.656	0.534
1150.000	20.000	97.656	0.534
1160.000	20.000	146.484	0.588
1170.000	20.000	146.484	0.588
1180.000	20.000	146.484	0.588
1190.000	20.000	171.875	0.626
1200.000	20.000	171.875	0.626
1210.000	20.000	171.875	0.626
1220.000	20.000	248.047	0.632
1230.000	20.000	248.047	0.632
1240.000	20.000	248.047	0.632
1250.000	20.000	298.828	0.659
1260.000	20.000	298.828	0.659
1270.000	20.000	298.828	0.659
1280.000	20.000	357.422	0.641
1290.000	20.000	357.422	0.641
1300.000	20.000	357.422	0.641
1310.000	20.000	412.109	0.638
1320.000	20.000	412.109	0.638
1330.000	20.000	412.109	0.638
1340.000	20.000	419.922	0.631
1350.000	20.000	419.922	0.631
1360.000	20.000	419.922	0.631
1370.000	20.000	519.531	0.658
1380.000	20.000	519.531	0.658
1390.000	20.000	519.531	0.658
1400.000	20.000	507.812	0.650
1410.000	20.000	507.812	0.650
1420.000	20.000	507.812	0.650
1430.000	20.000	570.312	0.623
1440.000	20.000	570.312	0.623
1450.000	20.000	570.312	0.623
1460.000	20.000	615.234	0.632
1470.000	20.000	615.234	0.632
1480.000	20.000	615.234	0.632
1490.000	20.000	689.453	0.635
1500.000	20.000	689.453	0.635
1510.000	20.000	689.453	0.635
1520.000	20.000	750.000	0.639
1530.000	20.000	750.000	0.639
1540.000	20.000	750.000	0.639
1550.000	20.000	783.203	0.639
1560.000	20.000	783.203	0.639
1570.000	20.000	783.203	0.639
1580.000	20.000	832.031	0.625
1590.000	20.000	832.031	0.625
1600.000	20.000	832.031	0.625
1610.000	20.000	886.719	0.635
1620.000	20.000	886.719	0.635
1630.000	20.000	886.719	0.635
1640.000	20.000	939.453	0.641
1650.000	20.000	939.453	0.641
1660.000	20.000	939.453	0.641
1670.000	20.000	972.656	0.635
