%Time (sec)	Pressure (psi)	Top of Top (C)	Bottom of Top (C)	Top of Bottom (C)	Bottom of Bottom (C)	Current (A)	Opt Switch	%9/13/201912:07 PM
0.000000	-0.034226	26.616441	27.367380	39.240589	38.767930	-0.009016	0.000000
0.000605	-0.033915	26.616441	27.367380	39.240589	38.767930	-0.001212	0.000000
0.001211	-0.033308	26.616441	27.367380	39.240589	38.767930	-0.003288	0.000000
0.001816	-0.032952	26.616441	27.367380	39.240589	38.767930	0.000211	0.000000
0.002422	-0.032365	26.616441	27.367380	39.240589	38.767930	-0.005857	0.000000
0.003027	-0.031877	26.616441	27.367380	39.240589	38.767930	-0.003912	0.000000
0.003633	-0.031376	26.616441	27.367380	39.240589	38.767930	-0.001961	0.000000
0.004238	-0.030878	26.616441	27.367380	39.240589	38.767930	0.000145	0.000000
0.004844	-0.030383	26.616441	27.367380	39.240589	38.767930	-0.006405	0.000000
0.005449	-0.029786	26.616441	27.367380	39.240589	38.767930	0.005090	0.000000
0.006055	-0.029286	26.616441	27.367380	39.240589	38.767930	-0.001922	0.000000
0.006660	-0.028906	26.616441	27.367380	39.240589	38.767930	-0.016153	0.000000
0.007266	-0.028206	26.616441	27.367380	39.240589	38.767930	-0.001027	0.000000
0.007871	-0.027680	26.616441	27.367380	39.240589	38.767930	-0.004533	0.000000
0.008477	-0.027043	26.616441	27.367380	39.240589	38.767930	-0.009973	0.000000
0.009082	-0.026667	26.616441	27.367380	39.240589	38.767930	0.006351	0.000000
0.009687	-0.026160	26.616441	27.367380	39.240589	38.767930	0.004387	0.000000
0.010293	-0.025461	26.616441	27.367380	39.240589	38.767930	-0.004239	0.000000
0.010898	-0.024799	26.616441	27.367380	39.240589	38.767930	-0.006570	0.000000
0.011504	-0.024494	26.616441	27.367380	39.240589	38.767930	0.004780	0.000000
0.012109	-0.023851	26.616441	27.367380	39.240589	38.767930	-0.003935	0.000000
0.012715	-0.023213	26.616441	27.367380	39.240589	38.767930	-0.007025	0.000000
0.013320	-0.022655	26.616441	27.367380	39.240589	38.767930	0.001155	0.000000
0.013926	-0.022170	26.616441	27.367380	39.240589	38.767930	-0.005513	0.000000
0.014531	-0.021756	26.616441	27.367380	39.240589	38.767930	-0.005487	0.000000
0.015137	-0.021137	26.616441	27.367380	39.240589	38.767930	0.006235	0.000000
0.015742	-0.020520	26.616441	27.367380	39.240589	38.767930	-0.007573	0.000000
0.016348	-0.019841	26.616441	27.367380	39.240589	38.767930	-0.007854	0.000000
0.016953	-0.019370	26.616441	27.367380	39.240589	38.767930	-0.006203	0.000000
0.017559	-0.018912	26.616441	27.367380	39.240589	38.767930	-0.005312	0.000000
0.018164	-0.018343	26.661579	27.303306	39.208353	38.779224	-0.006910	0.000000
0.018770	-0.017624	26.661579	27.303306	39.208353	38.779224	-0.002064	0.000000
