"Small Bottom Face Disp"
"Time (sec)","Linear Displacement3 (mm)"
0,-37.9234505138249
0.00666666666666667,-38.3612427395843
0.0133333333333333,-38.7982941510544
0.02,-39.231786498416
0.0266666666666667,-39.6588872009958
0.0333333333333333,-40.0767696504066
0.04,-40.4826343508977
0.0466666666666667,-40.8737306769245
0.0533333333333333,-41.2473790038027
0.06,-41.6009929477882
0.0666666666666667,-41.9321014375926
0.0733333333333333,-42.2383703305698
0.08,-42.5176232838488
0.0866666666666667,-42.7678615935613
0.0933333333333333,-42.9872827239625
0.1,-43.174297262429
0.106666666666667,-43.3275440556521
0.113333333333333,-43.4459033064336
0.12,-43.5285074387479
0.126666666666667,-43.5747495705953
0.133333333333333,-43.5842894689231
0.14,-43.5570568982167
0.146666666666667,-43.493252312505
0.153333333333333,-43.3933448808898
0.16,-43.2580678757384
0.166666666666667,-43.0884114922599
0.173333333333333,-42.8856132062708
0.18,-42.6511458128079
0.186666666666667,-42.386703321726
0.193333333333333,-42.094184916912
0.2,-41.7756772116971
0.206666666666667,-41.4334350551369
0.213333333333333,-41.0698611606683
0.22,-40.6874848402125
0.226666666666666,-40.2889401326878
0.233333333333333,-39.8769436159646
0.24,-39.4542721855153
0.246666666666666,-39.023741071527
0.253333333333333,-38.5881823493527
0.26,-38.1504241763533
0.266666666666666,-37.7132709620438
0.273333333333333,-37.2794846487731
0.28,-36.8517672478085
0.286666666666666,-36.4327447416244
0.293333333333333,-36.024952428404
0.3,-35.6308217502687
0.306666666666666,-35.2526686135167
0.313333333333333,-34.8926831780847
0.32,-34.5529210653418
0.326666666666666,-34.2352959088498
0.333333333333333,-33.9415731524037
0.34,-33.6733649838605
0.346666666666666,-33.4321262821823
0.353333333333333,-33.2191514488198
0.36,-33.0355719929423
0.366666666666666,-32.8823547428928
0.373333333333333,-32.7603005632695
0.38,-32.6700434678248
0.386666666666666,-32.6120500324632
0.393333333333333,-32.5866190293813
0.4,-32.5938812228177
0.406666666666666,-32.6337992868067
0.413333333333333,-32.7061678282595
0.419999999999999,-32.8106135198775
0.426666666666666,-32.9465953701595
0.433333333333333,-33.1134051788121
0.439999999999999,-33.3101682463444
0.446666666666666,-33.5358444241394
0.453333333333333,-33.7892296076806
0.459999999999999,-34.0689577878008
0.466666666666666,-34.37350378421
0.473333333333333,-34.7011867907285
0.479999999999999,-35.0501748625671
0.486666666666666,-35.4184904723182
0.493333333333333,-35.8040172529001
0.499999999999999,-36.2045080325016
0.506666666666666,-36.617594248728
0.513333333333333,-37.0407968069301
0.519999999999999,-37.471538421539
0.526666666666666,-37.9071574497142
0.533333333333333,-38.3449231944828
0.54,-38.7820526206343
0.546666666666666,-39.2157283918886
0.553333333333333,-39.6431181032599
0.56,-40.0613945491004
0.566666666666666,-40.4677568360345
0.573333333333333,-40.8594521217692
0.58,-41.233797736468
0.586666666666667,-41.5882034236678
0.593333333333333,-41.9201934231827
0.6,-42.2274281094587
0.606666666666667,-42.5077248956522
0.613333333333333,-42.7590781163756
0.62,-42.9796776104855
0.626666666666667,-43.1679257392666
0.633333333333334,-43.3224525945276
0.64,-43.4421291750386
0.646666666666667,-43.5260783378499
0.653333333333334,-43.5736833627764
0.66,-43.584594002977
0.666666666666667,-43.5587299318241
0.673333333333334,-43.4962815343342
0.68,-43.3977080317968
0.686666666666667,-43.2637329672593
0.693333333333334,-43.0953371191465
0.700000000000001,-42.8937489484277
0.706666666666667,-42.6604327206969
0.713333333333334,-42.3970744781058
0.720000000000001,-42.1055660667196
0.726666666666667,-41.787987450979
0.733333333333334,-41.4465875692032
0.740000000000001,-41.0837640011115
0.746666666666668,-40.702041730098
0.753333333333334,-40.3040512891122
0.760000000000001,-39.8925065792756
0.766666666666668,-39.4701826448096
0.773333333333334,-39.0398936765682
0.780000000000001,-38.6044714997738
0.786666666666668,-38.1667447799028
0.793333333333335,-37.7295191546765
0.800000000000001,-37.2955584705482
0.806666666666668,-36.8675672698002
0.813333333333335,-36.4481746403362
0.820000000000001,-36.0399195054806
0.826666666666668,-35.6452373965634
0.833333333333335,-35.2664487177793
0.840000000000002,-34.9057484816444
0.846666666666668,-34.5651974651439
0.853333333333335,-34.2467147120483
0.860000000000002,-33.9520712863864
0.866666666666668,-33.6828851660905
0.873333333333335,-33.4406171545681
0.880000000000002,-33.2265676814714
0.886666666666668,-33.0418743621551
0.893333333333335,-32.8875101880119
0.900000000000002,-32.7642822267581
0.906666666666669,-32.6728307223955
0.913333333333335,-32.6136284985524
0.920000000000002,-32.5869805855757
0.926666666666669,-32.5930240111023
0.933333333333335,-32.6317277136972
0.940000000000002,-32.7028925620725
0.946666666666669,-32.8061514835519
0.953333333333336,-32.9409697282304
0.960000000000002,-33.1066453163634
0.966666666666669,-33.302309737044
0.973333333333336,-33.526928983833
0.980000000000002,-33.7793050294784
0.986666666666669,-34.0580778541849
0.993333333333336,-34.3617281514115
1,-34.6885808405093
1.00666666666667,-35.0368095165838
1.01333333333334,-35.4044419644701
1.02,-35.7893668554615
1.02666666666667,-36.1893417324158
1.03333333333334,-36.6020023711852
1.04,-37.0248735842556
1.04666666666667,-37.4553815064531
1.05333333333334,-37.8908673731814
1.06,-38.3286027696006
1.06666666666667,-38.7658062952967
1.07333333333334,-39.1996615542586
1.08,-39.6273363453587
1.08666666666667,-40.0460028950379
1.09333333333333,-40.4528589425164
1.1,-40.8451494595068
