"Hole Angular Displacement"
"Time (sec)","Angular Displacement1 (deg)"
0,-1.40383781493394e-14
0.00666666666666667,-5.70429333333335
0.0133333333333333,-11.4085866666667
0.02,-17.11288
0.0266666666666667,-22.8171733333334
0.0333333333333333,-28.5214666666667
0.04,-34.22576
0.0466666666666667,-39.9300533333334
0.0533333333333333,-45.6343466666667
0.06,-51.33864
0.0666666666666667,-57.0429333333334
0.0733333333333333,-62.7472266666667
0.08,-68.45152
0.0866666666666667,-74.1558133333334
0.0933333333333333,-79.8601066666667
0.1,-85.5644
0.106666666666667,-91.2686933333334
0.113333333333333,-96.9729866666667
0.12,-102.67728
0.126666666666667,-108.381573333333
0.133333333333333,-114.085866666667
0.14,-119.79016
0.146666666666667,-125.494453333333
0.153333333333333,-131.198746666667
0.16,-136.90304
0.166666666666667,-142.607333333333
0.173333333333333,-148.311626666667
0.18,-154.01592
0.186666666666667,-159.720213333333
0.193333333333333,-165.424506666667
0.2,-171.1288
0.206666666666667,-176.833093333333
0.213333333333333,177.462613333333
0.22,171.75832
0.226666666666666,166.054026666667
0.233333333333333,160.349733333333
0.24,154.64544
0.246666666666666,148.941146666667
0.253333333333333,143.236853333333
0.26,137.53256
0.266666666666666,131.828266666667
0.273333333333333,126.123973333333
0.28,120.41968
0.286666666666666,114.715386666667
0.293333333333333,109.011093333333
0.3,103.3068
0.306666666666666,97.6025066666667
0.313333333333333,91.8982133333333
0.32,86.19392
0.326666666666666,80.4896266666667
0.333333333333333,74.7853333333334
0.34,69.08104
0.346666666666666,63.3767466666667
0.353333333333333,57.6724533333334
0.36,51.96816
0.366666666666666,46.2638666666667
0.373333333333333,40.5595733333334
0.38,34.85528
0.386666666666666,29.1509866666667
0.393333333333333,23.4466933333334
0.4,17.7424
0.406666666666666,12.0381066666667
0.413333333333333,6.33381333333339
0.419999999999999,0.629520000000061
0.426666666666666,-5.07477333333327
0.433333333333333,-10.7790666666666
0.439999999999999,-16.4833599999999
0.446666666666666,-22.1876533333333
0.453333333333333,-27.8919466666666
0.459999999999999,-33.5962399999999
0.466666666666666,-39.3005333333332
0.473333333333333,-45.0048266666666
0.479999999999999,-50.7091199999999
0.486666666666666,-56.4134133333332
0.493333333333333,-62.1177066666666
0.499999999999999,-67.8219999999999
0.506666666666666,-73.5262933333332
0.513333333333333,-79.2305866666666
0.519999999999999,-84.9348799999999
0.526666666666666,-90.6391733333332
0.533333333333333,-96.3434666666666
0.54,-102.04776
0.546666666666666,-107.752053333333
0.553333333333333,-113.456346666667
0.56,-119.16064
0.566666666666666,-124.864933333333
0.573333333333333,-130.569226666667
0.58,-136.27352
0.586666666666667,-141.977813333333
0.593333333333333,-147.682106666666
0.6,-153.3864
0.606666666666667,-159.090693333333
0.613333333333333,-164.794986666667
0.62,-170.49928
0.626666666666667,-176.203573333333
0.633333333333334,178.092133333333
0.64,172.38784
0.646666666666667,166.683546666667
0.653333333333334,160.979253333333
0.66,155.27496
0.666666666666667,149.570666666666
0.673333333333334,143.866373333333
0.68,138.16208
0.686666666666667,132.457786666666
0.693333333333334,126.753493333333
0.700000000000001,121.049199999999
0.706666666666667,115.344906666666
0.713333333333334,109.640613333333
0.720000000000001,103.936319999999
0.726666666666667,98.2320266666656
0.733333333333334,92.5277333333327
0.740000000000001,86.8234399999993
0.746666666666668,81.1191466666653
0.753333333333334,75.4148533333324
0.760000000000001,69.710559999999
0.766666666666668,64.0062666666656
0.773333333333334,58.3019733333324
0.780000000000001,52.5976799999993
0.786666666666668,46.8933866666656
0.793333333333335,41.1890933333323
0.800000000000001,35.4847999999993
0.806666666666668,29.7805066666656
0.813333333333335,24.0762133333321
0.820000000000001,18.371919999999
0.826666666666668,12.6676266666653
0.833333333333335,6.96333333333193
0.840000000000002,1.259039999999
0.846666666666668,-4.44525333333473
0.853333333333335,-10.149546666668
0.860000000000002,-15.8538400000013
0.866666666666668,-21.5581333333347
0.873333333333335,-27.2624266666683
0.880000000000002,-32.9667200000019
0.886666666666668,-38.6710133333356
0.893333333333335,-44.3753066666685
0.900000000000002,-50.0796000000018
0.906666666666669,-55.7838933333356
0.913333333333335,-61.4881866666683
0.920000000000002,-67.1924800000017
0.926666666666669,-72.896773333335
0.933333333333335,-78.6010666666683
0.940000000000002,-84.3053600000017
0.946666666666669,-90.009653333335
0.953333333333336,-95.7139466666683
0.960000000000002,-101.418240000002
0.966666666666669,-107.122533333335
0.973333333333336,-112.826826666668
0.980000000000002,-118.531120000002
0.986666666666669,-124.235413333335
0.993333333333336,-129.939706666668
1,-135.644000000002
1.00666666666667,-141.348293333335
1.01333333333334,-147.052586666668
1.02,-152.756880000002
1.02666666666667,-158.461173333335
1.03333333333334,-164.165466666668
1.04,-169.869760000002
1.04666666666667,-175.574053333335
1.05333333333334,178.721653333332
1.06,173.017359999998
1.06666666666667,167.313066666665
1.07333333333334,161.608773333332
1.08,155.904479999998
1.08666666666667,150.200186666665
1.09333333333333,144.495893333332
1.1,138.791599999999
1.10666666666667,133.087306666666
1.11333333333333,127.383013333332
1.12,121.678719999999
1.12666666666667,115.974426666666
1.13333333333333,110.270133333333
1.14,104.565839999999
1.14666666666667,98.8615466666659
1.15333333333333,93.1572533333324
1.16,87.4529599999992
1.16666666666667,81.7486666666662
1.17333333333333,76.0443733333328
1.18,70.3400799999995
1.18666666666667,64.6357866666665
1.19333333333333,58.9314933333331
1.2,53.2271999999999
1.20666666666667,47.5229066666668
1.21333333333333,41.8186133333332
1.22,36.1143199999998
1.22666666666667,30.4100266666665
1.23333333333333,24.7057333333335
1.24,19.0014400000001
1.24666666666667,13.2971466666668
1.25333333333333,7.59285333333382
1.26,1.88856000000039
1.26666666666667,-3.81573333333284
1.27333333333333,-9.52002666666587
1.28,-15.2243199999995
1.28666666666667,-20.9286133333329
1.29333333333333,-26.6329066666662
1.3,-32.3371999999992
1.30666666666667,-38.0414933333328
1.31333333333333,-43.745786666666
1.32,-49.4500799999989
1.32666666666667,-55.1543733333323
1.33333333333333,-60.8586666666657
1.34,-66.5629599999992
1.34666666666667,-72.2672533333326
1.35333333333333,-77.971546666666
1.36,-83.6758399999995
1.36666666666667,-89.3801333333323
1.37333333333333,-95.0844266666655
1.38,-100.788719999999
1.38666666666667,-106.493013333332
1.39333333333333,-112.197306666665
1.4,-117.901599999999
1.40666666666666,-123.605893333332
1.41333333333333,-129.310186666665
1.42,-135.014479999998
1.42666666666666,-140.718773333331
1.43333333333333,-146.423066666665
1.44,-152.127359999998
1.44666666666666,-157.831653333331
1.45333333333333,-163.535946666665
1.46,-169.240239999998
1.46666666666666,-174.944533333331
1.47333333333333,179.351173333336
1.48,173.646880000002
1.48666666666666,167.942586666669
1.49333333333333,162.238293333336
1.5,156.534000000002
1.50666666666666,150.829706666669
1.51333333333333,145.125413333336
1.52,139.421120000003
1.52666666666666,133.716826666669
1.53333333333333,128.012533333337
1.54,122.308240000003
1.54666666666666,116.603946666669
1.55333333333333,110.899653333336
1.56,105.195360000002
1.56666666666666,99.4910666666696
1.57333333333333,93.7867733333364
1.58,88.0824800000027
1.58666666666666,82.3781866666699
1.59333333333333,76.6738933333367
1.6,70.9696000000031
1.60666666666666,65.26530666667
1.61333333333333,59.5610133333368
1.62,53.8567200000034
1.62666666666666,48.1524266666697
1.63333333333333,42.4481333333367
1.64,36.7438400000035
1.64666666666666,31.0395466666701
1.65333333333333,25.3352533333372
1.66,19.630960000004
1.66666666666666,13.9266666666704
1.67333333333333,8.22237333333734
1.68,2.51808000000391
1.68666666666666,-3.18621333332932
1.69333333333333,-8.89050666666234
1.7,-14.594799999996
1.70666666666666,-20.2990933333292
1.71333333333333,-26.003386666662
1.72,-31.7076799999957
1.72666666666666,-37.4119733333289
1.73333333333333,-43.1162666666617
1.73999999999999,-48.8205599999954
1.74666666666666,-54.5248533333288
1.75333333333333,-60.229146666662
1.75999999999999,-65.933439999995
1.76666666666666,-71.6377333333287
1.77333333333333,-77.3420266666619
1.77999999999999,-83.0463199999947
1.78666666666666,-88.7506133333284
1.79333333333333,-94.4549066666616
1.79999999999999,-100.159199999994
1.80666666666666,-105.863493333328
1.81333333333333,-111.567786666661
1.81999999999999,-117.272079999995
1.82666666666666,-122.976373333329
1.83333333333333,-128.680666666661
1.83999999999999,-134.384959999995
1.84666666666666,-140.089253333328
1.85333333333333,-145.793546666661
1.85999999999999,-151.497839999994
1.86666666666666,-157.202133333328
1.87333333333333,-162.906426666661
1.87999999999999,-168.610719999994
1.88666666666666,-174.315013333328
1.89333333333333,179.980693333339
1.89999999999999,174.276400000006
1.90666666666666,168.572106666673
1.91333333333333,162.867813333339
