%Time (sec)	Pressure (psi)	Top of Top (C)	Bottom of Top (C)	Top of Bottom (C)	Bottom of Bottom (C)	Current (A)	Opt Switch	%9/13/201912:04 PM
0.000000	0.040072	26.441247	26.878527	36.887482	36.242641	0.167258	0.000000
0.000605	0.039395	26.441247	26.878527	36.887482	36.242641	0.173943	0.000000
0.001211	0.040635	26.441247	26.878527	36.887482	36.242641	0.172104	0.000000
0.001816	0.040617	26.441247	26.878527	36.887482	36.242641	0.171615	0.000000
0.002422	0.040597	26.441247	26.878527	36.887482	36.242641	0.166119	0.000000
0.003027	0.041626	26.441247	26.878527	36.887482	36.242641	0.172517	0.000000
0.003633	0.040951	26.441247	26.878527	36.887482	36.242641	0.169744	0.000000
0.004238	0.042213	26.441247	26.878527	36.887482	36.242641	0.164921	0.000000
0.004844	0.042243	26.441247	26.878527	36.887482	36.242641	0.179759	0.000000
0.005449	0.042084	26.441247	26.878527	36.887482	36.242641	0.176742	0.000000
0.006055	0.043341	26.441247	26.878527	36.887482	36.242641	0.166954	0.000000
0.006660	0.042593	26.441247	26.878527	36.887482	36.242641	0.178726	0.000000
0.007266	0.043298	26.441247	26.878527	36.887482	36.242641	0.169608	0.000000
0.007871	0.044090	26.441247	26.878527	36.887482	36.242641	0.164600	0.000000
0.008477	0.043347	26.441247	26.878527	36.887482	36.242641	0.164676	0.000000
0.009082	0.044474	26.441247	26.878527	36.887482	36.242641	0.166756	0.000000
0.009687	0.044545	26.441247	26.878527	36.887482	36.242641	0.176666	0.000000
0.010293	0.044281	26.441247	26.878527	36.887482	36.242641	0.182222	0.000000
0.010898	0.045425	26.441247	26.878527	36.887482	36.242641	0.173441	0.000000
0.011504	0.044782	26.441247	26.878527	36.887482	36.242641	0.174837	0.000000
0.012109	0.045536	26.441247	26.878527	36.887482	36.242641	0.172077	0.000000
0.012715	0.046076	26.441247	26.878527	36.887482	36.242641	0.165482	0.000000
0.013320	0.045598	26.441247	26.878527	36.887482	36.242641	0.167165	0.000000
0.013926	0.046776	26.441247	26.878527	36.887482	36.242641	0.174319	0.000000
0.014531	0.046800	26.441247	26.878527	36.887482	36.242641	0.173273	0.000000
0.015137	0.046502	26.441247	26.878527	36.887482	36.242641	0.168988	0.000000
0.015742	0.047861	26.441247	26.878527	36.887482	36.242641	0.175979	0.000000
0.016348	0.047095	26.441247	26.878527	36.887482	36.242641	0.174415	0.000000
0.016953	0.047501	26.441247	26.878527	36.887482	36.242641	0.168542	0.000000
0.017559	0.048476	26.441247	26.878527	36.887482	36.242641	0.176253	0.000000
0.018164	0.047692	26.535774	26.799122	36.846971	36.379937	0.175309	0.000000
0.018770	0.048649	26.535774	26.799122	36.846971	36.379937	0.172543	0.000000
0.019375	0.048951	26.535774	26.799122	36.846971	36.379937	0.173787	0.000000
0.019980	0.048466	26.535774	26.799122	36.846971	36.379937	0.176815	0.000000
0.020586	0.049584	26.535774	26.799122	36.846971	36.379937	0.173124	0.000000
0.021191	0.049383	26.535774	26.799122	36.846971	36.379937	0.170780	0.000000
0.021797	0.049196	26.535774	26.799122	36.846971	36.379937	0.172827	0.000000
0.022402	0.050370	26.535774	26.799122	36.846971	36.379937	0.172233	0.000000
0.023008	0.049544	26.535774	26.799122	36.846971	36.379937	0.176475	0.000000
0.023613	0.050285	26.535774	26.799122	36.846971	36.379937	0.167776	0.000000
0.024219	0.050914	26.535774	26.799122	36.846971	36.379937	0.172705	0.000000
