"Small Bottom Face Disp"
"Time (sec)","Linear Displacement3 (mm)"
0,-37.9234505138249
0.00666666666666667,-38.2733521695898
0.0133333333333333,-38.6231403916673
0.02,-38.9713796801156
0.0266666666666667,-39.3166254459234
0.0333333333333333,-39.657430478442
0.04,-39.992351662931
0.0466666666666667,-40.3199569063244
0.0533333333333333,-40.638832224743
0.06,-40.9475889422409
0.0666666666666667,-41.2448709468451
0.0733333333333333,-41.5293619471879
0.08,-41.7997926709989
0.0866666666666667,-42.0549479454406
0.0933333333333333,-42.2936735987732
0.1,-42.5148831231096
0.106666666666667,-42.7175640390806
0.113333333333333,-42.9007839050403
0.12,-43.0636959159828
0.126666666666667,-43.2055440405641
0.133333333333333,-43.3256676484883
0.14,-43.4235055849589
0.146666666666667,-43.498599653865
0.153333333333333,-43.550597476791
0.16,-43.5792547007455
0.166666666666667,-43.5844365336375
0.173333333333333,-43.5661185928258
0.18,-43.5243870588169
0.186666666666667,-43.4594381323778
0.193333333333333,-43.3715768005064
0.2,-43.2612149228537
0.206666666666667,-43.1288686568533
0.213333333333333,-42.9751552459899
0.22,-42.8007892015999
0.226666666666666,-42.606577914198
0.233333333333333,-42.3934167355006
0.24,-42.1622835769935
0.246666666666666,-41.9142330750249
0.253333333333333,-41.6503903759111
0.26,-41.3719445973938
0.266666666666666,-41.0801420249216
0.273333333333333,-40.7762791026229
0.28,-40.4616952794598
0.286666666666666,-40.1377657708949
0.293333333333333,-39.8058942954648
0.3,-39.4675058439472
0.306666666666666,-39.1240395363662
0.313333333333333,-38.7769416189389
0.32,-38.4276586492871
0.326666666666666,-38.0776309138893
0.333333333333333,-37.7282861169059
0.34,-37.3810333742783
0.346666666666666,-37.037257541494
0.353333333333333,-36.6983138975445
0.36,-36.3655232020874
0.366666666666666,-36.0401671366453
0.373333333333333,-35.723484135311
0.38,-35.4166656048469
0.386666666666666,-35.1208525289759
0.393333333333333,-34.837132446948
0.4,-34.5665367922188
0.406666666666666,-34.3100385733723
0.413333333333333,-34.068550376291
0.419999999999999,-33.8429226640648
0.426666666666666,-33.6339423492485
0.433333333333333,-33.4423316118373
0.439999999999999,-33.2687469357205
0.446666666666666,-33.1137783363819
0.453333333333333,-32.9779487532109
0.459999999999999,-32.8617135809375
0.466666666666666,-32.7654603163647
0.473333333333333,-32.689508298694
0.479999999999999,-32.6341085242661
0.486666666666666,-32.5994435194261
0.493333333333333,-32.5856272583918
0.499999999999999,-32.5927051164107
0.506666666666666,-32.6206538520669
0.513333333333333,-32.6693816162751
0.519999999999999,-32.7387279892258
0.526666666666666,-32.8284640502407
0.533333333333333,-32.9382924891178
0.54,-33.0678477710072
0.546666666666666,-33.2166963701182
0.553333333333333,-33.3843370905381
0.56,-33.5702014950942
0.566666666666666,-33.7736544654495
0.573333333333333,-33.9939949184359
0.58,-34.2304567049502
0.586666666666667,-34.4822097185126
0.593333333333333,-34.7483612407945
0.6,-35.0279575510071
0.606666666666667,-35.3199858250151
0.613333333333333,-35.623376348357
0.62,-35.9370050650503
0.626666666666667,-36.2596964811218
0.633333333333334,-36.5902269382843
0.64,-36.9273282691004
0.646666666666667,-37.2696918404051
0.653333333333334,-37.6159729867619
0.66,-37.964795830372
0.666666666666667,-38.314758478274
0.673333333333334,-38.6644385818391
0.68,-39.0123992379531
0.686666666666667,-39.3571952050261
0.693333333333334,-39.6973794021503
0.700000000000001,-40.03150965349
0.706666666666667,-40.3581556357026
0.713333333333334,-40.6759059813119
0.720000000000001,-40.9833754871048
0.726666666666667,-41.2792123732432
0.733333333333334,-41.5621055361147
0.740000000000001,-41.8307917359947
0.746666666666668,-42.0840626594071
0.753333333333334,-42.3207717956586
0.760000000000001,-42.5398410673931
0.766666666666668,-42.7402671561623
0.773333333333334,-42.921127465905
0.780000000000001,-43.0815856698528
0.786666666666668,-43.2208967896813
0.793333333333335,-43.3384117596608
0.800000000000001,-43.4335814330713
0.806666666666668,-43.5059599931679
0.813333333333335,-43.5552077364543
0.820000000000001,-43.5810932018704
0.826666666666668,-43.5834946256531
0.833333333333335,-43.5624007080181
0.840000000000002,-43.5179106843548
0.846666666666668,-43.450233700256
0.853333333333335,-43.3596874963393
0.860000000000002,-43.2466964153865
0.866666666666668,-43.1117887507532
0.873333333333335,-42.9555934612067
0.880000000000002,-42.7788362832706
0.886666666666668,-42.5823352777035
0.893333333333335,-42.3669958518628
0.900000000000002,-42.1338053043218
0.906666666666669,-41.8838269421668
0.913333333333335,-41.618193824837
0.920000000000002,-41.3381021911328
0.926666666666669,-41.0448046280739
0.933333333333335,-40.7396030415838
0.940000000000002,-40.4238414895163
0.946666666666669,-40.0988989372839
0.953333333333336,-39.766181995318
0.960000000000002,-39.4271176958009
0.966666666666669,-39.0831463635736
0.973333333333336,-38.7357146329099
0.980000000000002,-38.3862686579941
0.986666666666669,-38.0362475605293
0.993333333333336,-37.6870771530074
1,-37.3401639709077
1.00666666666667,-36.9968896415025
1.01333333333334,-36.6586056112445
1.02,-36.3266282478338
1.02666666666667,-36.0022343273459
1.03333333333334,-35.6866569110939
1.04,-35.3810816115373
1.04666666666667,-35.086643241446
1.05333333333334,-34.804422835876
1.06,-34.5354450323267
1.06666666666667,-34.2806757908094
1.07333333333334,-34.0410204325023
1.08,-33.8173219732262
1.08666666666667,-33.6103597261715
1.09333333333333,-33.4208481471412
1.1,-33.2494358950382
1.10666666666667,-33.0967050804078
1.11333333333333,-32.9631706755047
1.12,-32.8492800605713
1.12666666666667,-32.7554126827257
1.13333333333333,-32.6818798060362
1.14,-32.6289243339271
1.14666666666667,-32.5967206879867
1.15333333333333,-32.585374730448
1.16,-32.5949237210426
1.16666666666667,-32.6253363025204
1.17333333333333,-32.6765125128116
1.18,-32.7482838255342
1.18666666666667,-32.8404132242411
1.19333333333333,-32.9525953194024
1.2,-33.0844565205648
1.20666666666667,-33.2355552793539
1.21333333333333,-33.405382421933
1.22,-33.5933615921387
1.22666666666667,-33.798849828722
1.23333333333333,-34.0211383018815
1.24,-34.2594532355363
1.24666666666667,-34.512957042491
1.25333333333333,-34.7807496997845
1.26,-35.0618703910258
1.26666666666667,-35.3552994414137
1.27333333333333,-35.6599605693844
1.28,-35.9747234764485
1.28666666666667,-36.2984067937724
1.29333333333333,-36.6297814004701
1.3,-36.9675741244297
1.30666666666667,-37.3104718318787
1.31333333333333,-37.6571259068414
1.32,-38.0061571162633
1.32666666666667,-38.3561608509514
1.33333333333333,-38.7057127267126
1.34,-39.0533745241634
1.34666666666667,-39.3977004401999
1.35333333333333,-39.7372436180029
1.36,-40.0705629179021
1.36666666666667,-40.3962298857123
1.37333333333333,-40.7128358712684
1.38,-41.0189992457098
1.38666666666667,-41.3133726628681
1.39333333333333,-41.59465030751
1.4,-41.8615750713286
1.40666666666666,-42.1129455964808
1.41333333333333,-42.3476231261485
1.42,-42.5645381020666
1.42666666666666,-42.762696450199
1.43333333333333,-42.9411854977291
1.44,-43.0991794672374
1.44666666666666,-43.2359444973201
1.45333333333333,-43.350843142907
1.46,-43.4433383131106
1.46666666666666,-43.51299660952
1.47333333333333,-43.5594910333692
1.48,-43.5826030358984
1.48666666666666,-43.5822238924144
1.49333333333333,-43.5583553869635
1.5,-43.511109801091
1.50666666666666,-43.440709206794
1.51333333333333,-43.3474840704082
1.52,-43.2318711807216
1.52666666666666,-43.0944109210166
1.53333333333333,-42.9357439109132
1.54,-42.7566070497697
1.54666666666666,-42.5578289988984
1.55333333333333,-42.3403251449192
1.56,-42.1050920911321
1.56666666666666,-41.8532017277737
1.57333333333333,-41.5857949353821
1.58,-41.3040749781807
1.58666666666666,-41.0093006463506
1.59333333333333,-40.7027792072759
1.6,-40.3858592262859
1.60666666666666,-40.0599233170736
1.61333333333333,-39.7263808808498
1.62,-39.3866608914063
1.62666666666666,-39.0422047806508
1.63333333333333,-38.694459475879
1.64,-38.3448706361261
1.64666666666666,-37.9948761304667
1.65333333333333,-37.6458997962138
1.66,-37.2993455095642
1.66666666666666,-36.9565915958111
1.67333333333333,-36.6189856003198
1.68,-36.2878394356982
1.68666666666666,-35.9644249148928
1.69333333333333,-35.6499696742042
1.7,-35.3456534849231
1.70666666666666,-35.0526049472208
1.71333333333333,-34.7718985553294
1.72,-34.5045521189202
1.72666666666666,-34.2515245220204
1.73333333333333,-34.0137137978187
1.73999999999999,-33.7919554953498
1.74666666666666,-33.5870213123166
1.75333333333333,-33.3996179672171
1.75999999999999,-33.2303862834858
1.76666666666666,-33.0799004585053
1.77333333333333,-32.9486674910755
1.77999999999999,-32.8371267422036
1.78666666666666,-32.7456496058483
1.79333333333333,-32.6745392684783
1.79999999999999,-32.6240305389209
1.80666666666666,-32.5942897329337
1.81333333333333,-32.5854146001677
1.81999999999999,-32.5974342846386
1.82666666666666,-32.6303093134303
1.83333333333333,-32.6839316120488
1.83999999999999,-32.7581245485683
1.84666666666666,-32.8526430123945
1.85333333333333,-32.9671735370606
1.85999999999999,-33.1013344798879
1.86666666666666,-33.2546762745448
1.87333333333333,-33.4266817754433
