%ArduinoTime [ms]	Reference Position [rad]	Measured Position [rad]	Actual Current [A]	Proportional Gain [Kp]	Derivative Gain [Kd]	Integral Gain [Ki]	%12/10/20191:03 PM
0.000	0.000	0.000	0.000	0.000	0.000	0.000
1070495.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070495.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070495.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070525.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070525.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070525.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070555.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070555.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070555.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070585.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070585.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070585.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070615.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070615.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070615.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070645.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070645.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070645.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070675.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070675.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070675.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070705.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070705.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070705.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070735.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070735.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070735.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070765.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070765.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070765.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070795.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070795.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070795.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070825.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070825.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070825.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070855.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070855.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070855.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070885.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070885.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070885.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070915.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070915.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070915.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070945.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070945.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070945.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070975.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070975.000	0.000	-0.010	0.000	0.100	0.000	0.000
1070975.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071005.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071005.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071005.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071035.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071035.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071035.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071065.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071065.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071065.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071095.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071095.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071095.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071125.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071125.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071125.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071155.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071155.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071155.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071185.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071185.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071185.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071215.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071215.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071215.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071245.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071245.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071245.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071275.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071275.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071275.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071305.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071305.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071305.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071335.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071335.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071335.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071365.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071365.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071365.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071395.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071395.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071395.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071425.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071425.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071425.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071455.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071455.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071455.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071485.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071485.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071485.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071515.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071515.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071515.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071545.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071545.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071545.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071575.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071575.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071575.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071605.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071605.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071605.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071635.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071635.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071635.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071665.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071665.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071665.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071695.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071695.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071695.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071725.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071725.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071725.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071755.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071755.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071755.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071785.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071785.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071785.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071815.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071815.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071815.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071845.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071845.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071845.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071875.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071875.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071875.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071905.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071905.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071905.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071935.000	0.000	-0.010	0.000	0.100	0.000	0.000
1071935.000	0.000	-0.010	0.000	0.100	0.000	0.000
