0.000	4980.700	199.965	863.083	478.639	20.000
0.020	4998.980	203.420	936.333	-91.303	20.000
0.040	5017.720	197.150	919.250	-519.492	20.000
0.060	5035.820	183.570	924.333	-800.531	20.000
0.080	5054.800	165.848	951.833	-964.742	20.000
0.100	5073.780	145.135	953.083	-1118.490	20.000
0.120	5092.960	121.207	963.417	-1262.042	20.000
0.140	5112.360	94.880	979.333	-1372.805	21.000
0.160	5132.220	66.698	1007.333	-1431.185	19.000
0.180	5152.820	38.531	1071.833	-1363.008	21.000
0.200	5174.880	13.899	1086.000	-1027.988	18.000
0.220	5196.400	-0.384	1139.333	-324.091	21.000
0.240	5220.220	2.095	1164.417	580.005	20.000
0.260	5242.100	21.881	1018.917	1319.090	20.000
0.280	5261.020	52.814	905.167	1720.355	21.000
0.300	5278.260	88.786	767.667	1832.984	18.000
0.320	5292.260	124.454	724.417	1666.906	21.000
0.340	5307.780	155.084	780.333	1497.030	20.000
0.360	5323.320	183.138	783.667	1133.286	20.000
0.380	5339.460	198.973	857.833	504.564	20.000
0.400	5357.620	203.580	929.000	-55.448	20.000
0.420	5376.300	197.518	941.417	-494.900	20.000
0.440	5395.080	184.802	922.667	-761.344	19.000
0.460	5413.200	167.528	897.500	-971.007	20.000
0.480	5431.380	146.383	955.083	-1111.493	21.000
0.500	5451.300	123.207	987.250	-1235.518	20.000
0.520	5470.660	96.991	974.583	-1369.006	20.000
0.540	5490.500	68.921	1010.833	-1429.253	21.000
0.560	5511.080	40.658	1031.583	-1375.271	19.000
0.580	5532.060	15.563	1112.167	-1066.908	20.000
0.600	5555.560	0.192	1205.917	-391.202	20.000
0.620	5579.420	1.248	1134.167	514.560	20.000
0.640	5600.540	20.025	1005.417	1287.834	20.000
0.660	5619.700	50.735	896.417	1727.152	20.000
0.680	5636.500	87.011	798.500	1832.517	20.000
0.700	5651.960	122.615	756.667	1727.552	20.000
0.720	5666.980	155.260	739.500	1515.757	20.000
0.740	5681.940	182.115	791.500	1123.889	20.000
0.760	5698.860	199.229	883.083	574.407	20.000
0.780	5717.040	204.635	929.250	-67.844	20.000
0.800	5735.840	197.566	948.667	-519.292	20.000
0.820	5754.760	185.090	920.833	-761.077	19.000
0.840	5772.940	167.496	951.667	-971.340	22.000
0.860	5792.840	146.735	991.500	-1086.435	19.000
0.880	5812.080	123.846	908.333	-1257.777	19.000
0.900	5829.920	96.640	993.167	-1397.330	22.000
0.920	5851.580	68.601	1017.333	-1430.652	18.000
0.940	5870.480	40.131	998.333	-1379.869	20.000
0.960	5892.400	15.131	1175.333	-1056.245	21.000
0.980	5916.880	0.048	1226.500	-375.074	21.000
1.000	5940.700	1.440	1156.833	534.554	20.000
1.020	5962.520	20.617	973.583	1302.429	19.000
1.040	5979.880	51.391	837.917	1710.825	19.000
1.060	5996.660	87.075	825.667	1809.925	21.000
1.080	6012.720	122.503	752.833	1723.154	20.000
1.100	6027.080	155.132	730.250	1526.220	20.000
1.120	6042.560	182.291	831.583	1127.954	21.000
1.140	6060.120	199.085	875.833	525.090	19.000
1.160	6077.460	203.420	904.083	-41.519	21.000
1.180	6096.080	198.141	886.667	-496.300	18.000
1.200	6113.260	184.706	944.583	-756.479	22.000
1.220	6133.720	168.487	975.167	-924.356	20.000
1.240	6151.880	147.742	921.500	-1114.892	20.000
1.260	6171.000	124.278	963.750	-1229.920	20.000
1.280	6190.340	98.607	975.417	-1350.946	20.000
1.300	6210.100	70.584	1006.417	-1425.321	20.000
1.320	6230.580	42.418	1024.417	-1383.468	20.000
1.340	6251.380	16.842	1103.250	-1098.964	20.000
1.360	6274.720	0.704	1197.500	-439.386	20.000
1.380	6298.440	0.624	1130.083	450.049	19.000
1.400	6319.660	18.122	1036.917	1240.116	21.000
1.420	6339.680	48.176	901.000	1684.700	20.000
1.440	6355.780	83.492	772.750	1809.325	20.000
1.460	6371.160	119.256	754.000	1752.411	20.000
1.480	6386.040	152.525	734.167	1542.281	19.000
1.500	6400.800	179.860	750.917	1170.606	20.000
1.520	6416.700	198.173	900.500	596.000	21.000
1.540	6436.220	203.500	922.250	-16.128	19.000
1.560	6453.280	198.605	886.333	-427.456	20.000
1.580	6472.100	187.185	950.583	-722.824	20.000
1.600	6491.020	170.247	950.833	-935.885	20.000
1.620	6510.000	150.110	927.500	-1094.965	20.000
1.640	6528.280	126.613	931.500	-1236.251	20.000
1.660	6547.580	100.910	1003.833	-1334.618	21.000
1.680	6568.100	73.351	998.083	-1437.117	19.000
1.700	6587.640	44.321	1021.083	-1404.261	20.000
1.720	6609.220	18.810	1093.667	-1117.891	19.000
1.740	6631.480	1.599	1191.167	-512.694	22.000
1.760	6656.340	-0.128	1211.083	364.744	20.000
1.780	6678.720	15.867	998.333	1188.600	18.000
1.800	6696.480	45.409	836.000	1680.035	19.000
1.820	6713.000	80.629	842.250	1752.611	22.000
1.840	6729.940	114.761	776.000	1760.875	20.000
1.860	6744.260	150.062	745.917	1629.719	21.000
1.880	6760.320	178.260	820.417	1211.859	20.000
1.900	6777.020	197.486	873.417	631.121	20.000
1.920	6795.120	203.308	905.750	11.063	20.000
1.940	6813.040	198.973	895.083	-416.393	19.000
1.960	6831.100	187.505	925.583	-714.960	20.000
1.980	6850.040	170.998	950.250	-917.358	20.000
2.000	6868.980	151.101	948.583	-1080.437	21.000
2.020	6888.020	127.909	959.667	-1231.586	20.000
2.040	6907.280	102.094	947.250	-1344.548	19.000
2.060	6926.120	74.519	972.500	-1397.663	20.000
2.080	6946.440	46.672	1043.333	-1401.995	20.000
2.100	6967.900	19.977	1119.667	-1168.274	21.000
2.120	6991.120	2.239	1186.167	-550.282	19.000
2.140	7014.840	-0.560	1171.667	309.229	21.000
2.160	7037.280	14.443	1029.500	1148.614	19.000
2.180	7055.980	43.393	888.083	1646.246	20.000
2.200	7073.160	78.198	818.000	1810.325	21.000
2.220	7088.740	114.378	736.417	1767.606	19.000
2.240	7103.040	147.838	725.000	1571.472	20.000
2.260	7118.280	176.293	818.583	1247.247	21.000
2.280	7135.480	196.366	830.250	681.171	19.000
2.300	7151.800	203.260	920.250	70.643	21.000
2.320	7171.940	200.093	944.750	-372.808	19.000
2.340	7189.100	189.152	860.667	-695.233	19.000
2.360	7207.140	172.982	949.917	-906.895	21.000
2.380	7226.840	153.228	974.500	-1071.973	21.000
2.400	7245.880	130.356	956.667	-1196.598	20.000
2.420	7265.140	105.421	946.333	-1322.355	19.000
2.440	7283.940	77.702	971.000	-1419.656	20.000
2.460	7304.200	49.359	1032.500	-1413.725	20.000
2.480	7325.320	22.584	1109.250	-1191.266	20.000
2.500	7348.380	3.775	1153.417	-633.320	20.000
2.520	7371.160	-1.072	1154.833	205.398	20.000
2.540	7394.100	12.108	1079.500	1072.906	20.000
2.560	7413.920	39.955	928.833	1614.057	20.000
2.580	7431.380	74.487	804.583	1802.794	20.000
2.600	7446.480	110.587	742.000	1776.336	20.000
2.620	7461.480	144.495	745.917	1603.394	20.000
2.640	7476.640	173.702	808.000	1284.301	21.000
2.660	7493.640	194.591	828.250	746.082	18.000
2.680	7509.840	203.116	862.083	135.354	20.000
2.700	7528.300	200.748	938.417	-339.219	20.000
2.720	7547.020	190.480	936.417	-662.177	21.000
2.740	7565.860	174.917	970.667	-887.102	21.000
2.760	7585.580	155.388	951.833	-1055.778	19.000
2.780	7603.820	132.915	906.417	-1191.466	19.000
2.800	7622.260	107.852	946.500	-1315.091	21.000
2.820	7641.760	80.581	989.083	-1400.662	20.000
2.840	7661.940	52.334	1055.833	-1425.921	21.000
2.860	7683.880	24.936	1100.750	-1238.650	19.000
2.880	7705.820	4.910	1112.417	-706.229	19.000
2.900	7728.620	-1.535	1201.000	122.292	22.000
2.920	7752.880	10.061	1100.083	1002.130	19.000
2.940	7772.120	36.788	906.583	1577.869	20.000
2.960	7789.800	70.984	859.750	1798.062	21.000
2.980	7806.400	107.164	766.833	1790.198	20.000
3.000	7820.780	141.536	724.083	1636.050	19.000
3.020	7835.920	171.558	785.417	1332.552	21.000
3.040	7852.180	193.487	827.500	798.132	19.000
3.060	7869.100	202.956	890.917	174.208	20.000
3.080	7887.620	201.164	912.583	-319.693	19.000
3.100	7905.620	191.168	946.667	-650.315	22.000
3.120	7925.320	175.909	950.667	-861.510	19.000
3.140	7943.500	156.987	918.833	-1040.850	20.000
3.160	7962.500	134.483	988.333	-1190.466	21.000
3.180	7982.540	109.563	943.583	-1312.159	18.000
3.200	8000.440	82.228	938.083	-1406.727	20.000
3.220	8020.560	53.870	1028.583	-1423.388	21.000
3.240	8041.520	26.551	1093.167	-1254.511	20.000
3.260	8064.320	5.758	1171.750	-750.081	20.000
3.280	8088.160	-1.583	1225.500	67.511	21.000
3.300	8112.460	8.813	1129.833	948.814	20.000
3.320	8132.520	34.788	863.917	1561.142	18.000
3.340	8148.040	69.017	817.000	1806.126	22.000
3.360	8165.460	105.373	801.333	1803.060	19.000
3.380	8179.900	140.017	723.417	1640.315	21.000
3.400	8195.080	170.055	784.000	1352.145	20.000
3.420	8211.380	192.799	852.583	850.247	20.000
3.440	8229.140	203.116	914.417	164.811	20.000
3.460	8247.760	200.445	944.917	-312.495	20.000
3.480	8266.660	191.664	922.250	-620.125	20.000
3.500	8284.760	176.181	924.917	-854.912	20.000
3.520	8303.800	157.835	956.583	-1031.920	20.000
3.540	8322.900	134.995	958.750	-1208.260	20.000
3.560	8342.200	109.835	972.167	-1330.153	20.000
3.580	8361.860	82.164	1004.583	-1394.531	20.000
3.600	8382.160	54.430	978.083	-1423.521	19.000
3.620	8401.480	26.439	1048.250	-1276.171	20.000
3.640	8424.420	5.678	1189.333	-744.416	20.000
3.660	8448.360	-1.567	1201.083	74.442	21.000
3.680	8471.760	9.037	1100.250	965.942	20.000
3.700	8491.940	35.444	921.667	1580.802	18.000
3.720	8509.000	69.944	819.167	1812.391	21.000
3.740	8525.080	106.300	777.500	1800.395	20.000
3.760	8540.280	140.913	757.083	1646.180	21.000
3.780	8555.580	171.094	763.833	1339.616	19.000
3.800	8571.300	193.215	860.167	821.657	21.000
3.820	8589.920	203.212	949.000	165.411	20.000
3.840	8608.560	200.653	892.667	-336.087	19.000
3.860	8625.900	190.896	902.750	-646.049	19.000
3.880	8644.900	175.349	958.583	-888.501	21.000
3.900	8663.980	155.836	958.833	-1052.913	20.000
3.920	8683.140	133.411	934.917	-1200.130	19.000
3.940	8701.700	108.092	980.417	-1300.096	21.000
3.960	8722.280	81.429	1004.000	-1416.857	20.000
3.980	8741.800	51.999	1005.250	-1459.309	20.000
4.000	8762.980	24.712	1109.167	-1235.185	20.000
4.020	8786.040	4.590	1186.250	-698.099	20.000
4.040	8810.000	-1.392	1200.750	148.017	20.000
4.060	8833.260	10.716	1067.417	1035.185	20.000
4.080	8852.560	38.195	917.667	1608.592	20.000
4.100	8870.340	72.840	843.167	1822.720	20.000
