0.000	7390.380	18.713	767.500	881.403	20.000
0.020	7404.800	38.887	677.417	1105.113	21.000
0.040	7417.420	61.982	566.167	1183.719	18.000
0.060	7427.740	85.610	508.750	1165.843	20.000
0.080	7438.020	108.400	495.500	1137.443	20.000
0.100	7447.500	130.430	460.750	978.836	21.000
0.120	7456.580	147.561	448.667	830.055	20.000
0.140	7465.640	163.977	474.500	762.606	20.000
0.160	7475.460	177.564	474.000	590.877	19.000
0.180	7484.660	187.422	479.583	397.848	20.000
0.200	7494.980	193.310	550.250	174.708	20.000
0.220	7506.700	194.466	624.833	-37.591	21.000
0.240	7519.720	191.987	653.750	-218.132	20.000
0.260	7532.620	185.855	638.833	-387.072	20.000
0.280	7545.440	176.772	661.833	-505.995	20.000
0.300	7559.140	165.651	690.167	-627.581	20.000
0.320	7573.040	151.791	723.417	-728.438	20.000
0.340	7587.780	136.622	695.083	-810.847	18.000
0.360	7600.940	119.370	685.333	-896.870	21.000
0.380	7615.520	100.885	743.167	-955.508	20.000
0.400	7630.480	81.137	754.083	-1026.190	20.000
0.420	7645.740	60.080	781.333	-1061.056	20.000
0.440	7661.720	39.222	801.000	-1017.125	20.000
0.460	7677.920	20.220	847.583	-845.459	21.000
0.480	7695.680	6.359	909.583	-523.745	20.000
0.500	7714.000	0.091	917.583	-68.971	20.000
0.520	7732.060	3.895	876.167	438.292	20.000
0.540	7748.740	17.055	782.833	850.467	20.000
0.560	7763.320	36.879	686.083	1094.336	20.000
0.580	7776.200	59.852	591.000	1184.733	19.000
0.600	7787.080	83.632	509.250	1184.607	20.000
0.620	7796.980	106.742	510.917	1108.473	21.000
0.640	7807.340	127.692	465.833	988.535	19.000
0.660	7815.660	146.299	426.333	880.705	20.000
0.680	7824.720	162.836	450.000	761.338	20.000
0.700	7833.700	176.529	469.917	604.950	20.000
0.720	7843.660	186.814	517.500	420.035	20.000
0.740	7854.400	192.930	563.833	148.337	20.000
0.760	7866.120	193.234	589.167	-18.194	20.000
0.780	7878.060	192.291	636.667	-174.201	21.000
0.800	7891.540	186.068	677.750	-383.205	20.000
0.820	7904.960	177.411	679.417	-497.818	20.000
0.840	7918.660	166.168	672.583	-625.045	20.000
0.860	7931.960	152.567	683.917	-723.176	20.000
0.880	7946.120	137.322	716.167	-810.213	20.000
0.900	7960.500	120.206	726.583	-891.545	20.000
0.920	7975.100	101.737	719.917	-960.452	19.000
0.940	7989.420	81.852	736.167	-1023.781	20.000
0.960	8004.700	60.993	779.583	-1060.422	20.000
0.980	8020.620	39.967	818.583	-1014.906	21.000
1.000	8037.600	21.163	893.917	-852.432	21.000
1.020	8056.160	6.785	939.250	-549.545	20.000
1.040	8074.480	0.122	841.000	-88.432	18.000
1.060	8090.240	3.530	857.083	418.451	21.000
1.080	8108.400	16.340	801.417	840.958	19.000
1.100	8121.820	36.103	642.083	1087.997	20.000
1.120	8134.780	58.879	642.667	1181.691	22.000
1.140	8147.180	82.719	557.167	1182.451	19.000
1.160	8157.040	105.662	462.917	1102.007	19.000
1.180	8166.180	126.581	464.833	991.388	21.000
1.200	8175.680	145.294	464.417	883.114	20.000
1.220	8184.740	161.847	460.583	769.896	21.000
1.240	8194.060	175.844	441.333	613.761	18.000
1.260	8202.680	186.205	471.417	431.129	20.000
1.280	8213.280	192.854	574.000	204.629	21.000
1.300	8225.360	194.451	618.083	-9.382	20.000
1.320	8237.740	192.702	616.000	-181.111	19.000
1.340	8250.020	187.240	620.583	-356.010	20.000
1.360	8262.720	178.629	656.833	-503.967	20.000
1.380	8276.260	167.309	684.833	-613.761	20.000
1.400	8290.020	154.210	695.083	-703.778	20.000
1.420	8304.060	139.194	707.167	-791.259	20.000
1.440	8318.300	122.610	720.000	-869.802	20.000
1.460	8332.780	104.414	714.000	-950.056	20.000
1.480	8346.980	84.727	731.167	-1011.863	20.000
1.500	8362.140	64.143	767.083	-1047.236	20.000
1.520	8377.700	43.284	809.167	-1015.223	20.000
1.540	8394.440	24.206	836.167	-882.100	19.000
1.560	8411.180	8.885	871.833	-613.381	21.000
1.580	8429.300	0.654	913.750	-180.667	20.000
1.600	8447.340	2.084	886.583	320.827	20.000
1.620	8464.420	13.160	804.000	771.734	20.000
1.640	8479.360	31.934	699.167	1054.843	20.000
1.660	8492.500	54.238	619.917	1156.714	20.000
1.680	8504.180	77.546	538.333	1166.603	20.000
1.700	8514.200	100.443	484.667	1107.268	20.000
1.720	8523.760	121.591	462.167	1012.117	20.000
1.740	8532.820	140.852	460.500	911.831	21.000
1.760	8542.220	157.907	464.667	785.047	20.000
1.780	8551.360	172.132	452.667	641.717	20.000
1.800	8560.560	183.421	484.667	475.630	20.000
1.820	8570.900	190.952	544.917	272.712	20.000
1.840	8582.220	194.314	571.417	73.091	19.000
1.860	8593.860	193.827	623.667	-140.033	21.000
1.880	8607.100	188.883	665.000	-325.138	20.000
1.900	8620.260	181.108	671.583	-460.353	20.000
1.920	8633.820	170.596	650.500	-581.368	19.000
1.940	8646.440	158.013	659.833	-673.540	21.000
1.960	8660.420	143.651	711.250	-771.988	20.000
1.980	8674.700	127.205	719.333	-857.250	19.000
2.000	8689.200	109.404	735.750	-938.772	21.000
2.020	8704.040	89.778	734.167	-1001.150	20.000
2.040	8718.560	69.544	724.750	-1036.459	19.000
2.060	8733.380	48.594	780.583	-1038.171	19.000
2.080	8749.980	28.679	877.417	-936.680	21.000
2.100	8768.060	12.019	888.417	-698.707	20.000
2.120	8785.420	1.750	887.167	-294.139	20.000
2.140	8803.680	0.852	936.500	209.067	21.000
2.160	8822.020	9.935	810.583	684.634	19.000
2.180	8836.100	27.324	696.750	1010.279	21.000
2.200	8850.240	49.218	660.250	1151.833	20.000
2.220	8862.220	72.647	550.250	1185.177	19.000
2.240	8872.520	96.077	497.083	1136.555	20.000
2.260	8882.280	117.757	471.000	1032.149	20.000
2.280	8891.420	137.322	450.917	930.975	21.000
2.300	8900.380	154.895	437.917	813.003	19.000
2.320	8909.100	169.744	452.333	683.303	20.000
2.340	8918.620	182.006	491.333	519.371	21.000
2.360	8928.780	190.222	530.667	300.732	20.000
2.380	8939.900	194.071	581.750	96.166	20.000
2.400	8951.980	194.086	621.667	-110.556	20.000
2.420	8964.600	189.841	626.000	-282.792	19.000
2.440	8977.180	182.919	670.000	-434.109	21.000
2.460	8991.260	172.604	682.417	-569.767	19.000
2.480	9004.460	160.372	692.833	-659.087	21.000
2.500	9019.060	146.207	728.500	-764.888	20.000
2.520	9033.300	129.928	696.667	-840.768	20.000
2.540	9047.140	112.630	712.000	-908.344	20.000
2.560	9061.900	93.536	748.417	-994.114	20.000
2.580	9076.980	73.073	759.333	-1045.715	20.000
2.600	9092.400	52.063	799.667	-1045.905	20.000
2.620	9108.900	31.813	821.500	-960.769	20.000
2.640	9125.340	14.469	863.083	-747.772	21.000
2.660	9143.340	2.906	891.083	-372.682	18.000
2.680	9160.780	0.274	884.083	121.396	21.000
2.700	9178.560	7.698	872.833	605.711	21.000
2.720	9194.920	23.673	703.833	952.275	18.000
2.740	9206.980	44.729	593.167	1128.188	20.000
2.760	9219.220	67.977	597.417	1180.676	21.000
2.780	9230.600	91.361	531.667	1144.289	20.000
2.800	9240.500	113.360	471.833	1046.539	20.000
2.820	9249.620	133.169	434.083	948.915	20.000
2.840	9258.140	151.274	449.000	850.277	20.000
2.860	9267.540	166.929	446.750	706.504	19.000
2.880	9276.100	179.374	456.417	541.812	20.000
2.900	9286.080	188.411	522.333	342.634	20.000
2.920	9296.920	193.097	567.167	151.570	20.000
2.940	9308.740	194.482	610.917	-35.943	21.000
2.960	9321.260	191.561	636.833	-251.159	20.000
2.980	9334.180	184.745	656.583	-405.519	19.000
3.000	9347.600	175.479	698.500	-546.883	21.000
3.020	9361.880	163.156	690.667	-636.266	20.000
3.040	9375.220	150.102	687.667	-713.604	21.000
3.060	9389.380	134.432	680.917	-834.936	18.000
3.080	9402.560	116.951	689.333	-902.449	20.000
3.100	9417.180	98.329	745.250	-984.668	20.000
3.120	9432.180	77.866	755.500	-1007.109	21.000
3.140	9447.480	58.072	784.083	-1041.911	20.000
3.160	9463.640	36.605	830.000	-1022.260	20.000
3.180	9480.680	18.303	875.500	-809.706	19.000
3.200	9498.580	5.051	910.083	-479.434	21.000
3.220	9516.880	-0.030	914.750	-5.578	20.000
3.240	9534.820	5.005	863.583	499.212	21.000
3.260	9551.060	19.276	748.083	894.778	19.000
3.280	9564.760	39.694	640.083	1107.522	19.000
3.300	9576.860	62.728	566.500	1196.271	20.000
3.320	9587.600	86.812	521.500	1171.484	20.000
3.340	9597.820	109.115	490.000	1072.339	20.000
3.360	9607.280	129.639	471.917	973.258	21.000
3.380	9616.700	147.987	449.500	863.209	19.000
3.400	9625.380	164.206	447.083	774.904	20.000
3.420	9634.740	178.476	466.833	590.433	19.000
3.440	9644.300	187.574	534.583	365.962	22.000
3.460	9656.020	193.234	579.417	172.299	20.000
3.480	9667.320	194.436	592.000	-38.289	20.000
3.500	9679.840	192.017	642.083	-178.765	20.000
3.520	9692.780	187.027	642.167	-384.219	20.000
3.540	9705.600	176.864	661.167	-552.271	20.000
3.560	9719.280	165.423	691.500	-626.503	20.000
3.580	9733.160	151.730	700.250	-733.319	20.000
3.600	9747.300	136.318	716.167	-787.139	20.000
3.620	9761.700	120.024	707.667	-892.179	20.000
3.640	9775.720	100.687	721.417	-988.725	19.000
3.660	9790.680	80.802	761.083	-1024.035	20.000
3.680	9806.000	59.837	759.333	-1055.414	20.000
3.700	9821.280	38.994	803.500	-1033.290	20.000
