%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
10042.771,272.795,0.128,24.013,36.977,36.265,-7.242,-1.895,-1.176,0.314,0.757,-3.737,-4.058,-4.496,-1.563,0.104,3.592,-2.974,2.199,0.837,-1.037,-2.927,0.000,17.783,-16.059,-3.526,210.053,-41.938
10038.740,272.793,0.128,24.018,36.977,36.105,-7.458,-2.564,-0.748,-0.940,1.514,-4.049,-3.524,-4.389,-2.121,1.879,3.592,-3.399,1.675,0.209,-0.829,-2.027,0.000,17.726,-16.079,-3.528,210.037,-41.938
10038.740,272.799,0.128,23.992,36.898,36.425,-7.350,-2.787,-1.711,0.523,0.216,-4.256,-3.310,-4.710,-2.009,1.253,4.121,-3.293,1.780,1.256,-1.555,-2.590,0.000,17.726,-16.089,-3.529,210.021,-41.948
10038.740,272.796,0.128,23.967,36.819,36.425,-7.567,-3.010,-0.748,0.418,1.190,-4.568,-3.631,-4.389,-3.237,0.731,3.909,-3.293,2.513,1.151,-0.726,-2.702,0.000,17.726,-16.099,-3.531,210.053,-41.948
10038.740,272.799,0.128,23.941,36.740,36.425,-7.891,-2.787,-1.604,-0.000,0.324,-4.775,-3.844,-4.389,-1.451,0.209,3.698,-3.293,1.466,0.523,-1.140,-2.477,0.000,17.706,-16.130,-3.534,210.037,-41.959
10038.740,272.793,0.128,23.941,36.740,36.265,-7.567,-2.564,-0.855,-0.522,0.541,-3.633,-3.951,-4.389,-1.898,0.940,4.121,-3.506,2.304,0.105,-1.037,-2.590,0.000,17.668,-16.119,-3.534,210.021,-41.927
10038.740,272.795,0.128,23.992,36.898,36.425,-7.783,-2.787,-1.069,0.105,1.298,-4.464,-3.738,-4.924,-2.121,1.253,4.121,-3.399,2.513,1.256,-1.140,-2.590,0.000,17.649,-16.130,-3.536,210.021,-41.959
10034.708,272.795,0.128,23.997,36.898,36.585,-7.458,-3.790,-1.497,-0.000,1.081,-4.360,-3.524,-3.854,-2.456,0.731,4.121,-4.143,2.618,0.837,-1.037,-2.702,0.000,17.591,-16.140,-3.538,210.037,-41.938
10042.771,272.795,0.128,23.936,36.740,36.265,-7.350,-2.230,-1.711,0.418,1.081,-4.672,-3.951,-4.389,-1.898,0.731,3.909,-3.081,1.780,1.151,-0.726,-3.040,0.000,17.572,-16.150,-3.539,210.021,-41.959
10042.771,272.791,0.128,23.936,36.740,36.265,-7.242,-2.118,-1.283,-0.000,0.865,-3.737,-4.378,-4.389,-2.233,0.209,4.121,-3.399,2.618,0.733,-1.037,-2.364,0.000,17.514,-16.150,-3.540,209.988,-41.927
10038.740,272.795,0.128,23.992,36.898,36.265,-7.891,-2.341,-1.497,-0.313,0.757,-3.737,-3.524,-4.603,-2.121,1.044,3.275,-3.930,2.199,1.047,-0.622,-2.590,0.000,17.514,-16.160,-3.541,210.021,-41.959
10034.708,272.793,0.128,23.971,36.819,36.425,-7.026,-2.899,-1.604,0.105,0.108,-4.049,-3.417,-4.175,-2.233,0.940,3.804,-4.355,2.094,0.942,-1.037,-2.590,0.000,17.475,-16.180,-3.542,210.037,-41.948
10038.740,272.796,0.128,23.967,36.819,36.425,-7.134,-2.676,-1.283,-0.000,1.514,-4.464,-3.417,-4.282,-2.568,1.044,4.226,-3.718,1.989,1.151,-0.829,-3.040,0.000,17.418,-16.160,-3.543,210.037,-41.938
10034.708,272.795,0.128,23.997,36.898,36.585,-7.783,-2.564,-1.818,-0.000,0.865,-4.152,-3.310,-4.603,-1.340,-0.000,4.015,-3.187,2.618,0.942,-0.726,-1.802,0.000,17.418,-16.180,-3.544,210.021,-41.938
10034.708,272.798,0.128,23.997,36.898,36.425,-7.675,-2.118,-1.497,-0.731,0.865,-3.841,-3.738,-4.817,-1.786,0.940,3.381,-3.612,2.722,0.419,-0.622,-2.590,0.000,17.321,-16.201,-3.545,210.004,-41.948
10030.677,272.795,0.128,24.028,36.977,36.585,-7.783,-2.899,-1.604,0.105,0.216,-4.360,-3.631,-5.246,-2.010,1.148,4.015,-2.974,2.304,1.989,-1.659,-2.702,0.000,17.283,-16.201,-3.546,210.037,-41.948
10030.677,272.795,0.128,24.002,36.898,36.265,-7.242,-3.122,-1.711,-0.209,1.081,-4.256,-3.738,-4.389,-2.121,0.731,3.487,-3.612,1.885,1.151,-1.037,-2.927,0.000,17.244,-16.221,-3.547,210.021,-41.938
10038.740,272.796,0.128,23.992,36.898,36.745,-7.350,-2.230,-1.925,-0.104,0.865,-4.152,-3.204,-4.389,-1.228,0.835,3.592,-3.293,1.780,1.151,-0.518,-2.815,0.000,17.167,-16.231,-3.547,210.021,-41.948
10030.677,272.795,0.128,23.976,36.819,36.425,-7.675,-2.341,-0.855,-0.418,0.433,-3.633,-4.805,-4.496,-2.121,0.940,3.909,-3.187,2.513,0.523,-0.829,-2.365,0.000,17.129,-16.252,-3.547,210.021,-41.948
10034.708,272.795,0.128,23.997,36.898,36.585,-8.215,-2.341,-0.855,-0.104,0.649,-3.322,-3.310,-4.710,-2.121,0.835,2.958,-3.081,2.304,0.419,-1.244,-2.477,0.000,17.071,-16.272,-3.548,210.053,-41.938
10034.708,272.793,0.128,23.997,36.898,36.585,-7.350,-2.899,-1.069,0.314,0.649,-4.152,-3.738,-4.175,-2.568,0.626,4.121,-4.037,1.989,0.942,-1.244,-2.477,0.000,17.033,-16.313,-3.548,210.037,-41.959
10026.646,272.796,0.128,23.955,36.740,36.585,-7.567,-2.564,-1.176,-0.522,0.865,-4.568,-4.058,-3.961,-2.233,0.626,4.226,-3.506,2.094,0.942,-0.726,-3.040,0.000,16.956,-16.343,-3.547,210.037,-41.959
10030.677,272.795,0.128,23.950,36.740,36.265,-7.350,-2.341,-1.390,-0.626,0.865,-3.945,-3.844,-4.603,-1.786,-0.000,4.015,-3.293,2.408,0.733,-0.829,-2.139,0.000,16.917,-16.353,-3.549,210.037,-41.938
10026.646,272.796,0.128,23.981,36.819,36.425,-7.567,-2.676,-0.748,-0.731,0.865,-3.841,-3.417,-5.031,-2.345,1.461,3.381,-3.506,2.408,0.523,-0.726,-2.927,0.000,16.879,-16.404,-3.549,210.037,-41.948
10034.708,272.791,0.128,23.945,36.740,36.745,-7.675,-2.787,-1.176,-0.209,0.216,-3.737,-3.631,-5.031,-1.898,1.148,4.121,-3.824,2.304,1.047,-1.555,-2.702,0.000,16.802,-16.424,-3.548,210.053,-41.938
10034.708,272.793,0.128,23.920,36.661,36.585,-7.567,-2.230,-1.604,0.314,1.298,-4.360,-3.738,-4.496,-2.233,1.044,4.332,-3.399,2.304,1.151,-0.829,-3.040,0.000,16.763,-16.465,-3.549,210.053,-41.948
10030.677,272.791,0.128,23.950,36.740,36.425,-7.567,-2.007,-1.604,-0.313,0.865,-3.841,-3.738,-4.389,-1.340,0.626,4.121,-3.293,2.304,1.361,-0.933,-2.477,0.000,16.706,-16.516,-3.549,210.037,-41.948
10026.646,272.793,0.128,23.955,36.740,36.425,-7.458,-2.341,-1.176,-0.522,1.514,-3.633,-3.951,-4.389,-1.451,1.566,3.909,-3.187,2.408,-0.313,-0.726,-2.590,0.000,16.609,-16.546,-3.548,210.004,-41.938
