%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83315.880,298.951,0.971,25.010,303.634,301.972,-6.812,-2.118,-1.069,-0.313,1.298,-4.465,-3.204,-4.389,-1.786,0.940,4.120,-3.505,2.723,1.361,-0.829,-3.266,0.000,36.900,-2.969,-0.308,150.066,-38.979
83311.848,298.955,0.971,25.007,303.555,302.292,-7.028,-2.230,-0.855,0.105,1.622,-3.322,-3.738,-4.496,-1.451,0.522,3.592,-3.718,2.304,1.256,-1.244,-2.703,0.000,36.804,-3.041,-0.306,150.066,-39.000
83311.848,298.953,0.971,25.007,303.555,301.972,-7.569,-2.564,-0.748,-0.940,0.973,-3.945,-3.417,-5.138,-2.679,1.357,2.958,-4.462,2.513,0.419,-0.622,-2.140,0.000,36.708,-3.122,-0.304,150.115,-38.989
83319.911,298.956,0.971,25.006,303.555,302.292,-6.596,-2.564,-1.069,0.732,0.649,-3.322,-3.097,-4.496,-1.675,1.670,4.543,-3.081,2.513,2.093,-1.140,-2.252,0.000,36.573,-3.203,-0.303,150.066,-38.989
83311.848,298.955,0.971,25.010,303.634,302.452,-6.488,-2.453,-0.535,0.105,1.298,-4.257,-3.524,-4.068,-1.898,1.148,3.803,-3.505,2.304,1.570,-0.518,-2.928,0.000,36.439,-3.254,-0.302,150.083,-38.979
83303.785,298.955,0.971,25.011,303.634,302.132,-6.596,-1.784,-2.138,0.105,1.189,-4.049,-3.631,-4.710,-1.340,0.626,3.592,-3.399,1.780,0.733,-1.555,-2.928,0.000,36.342,-3.335,-0.302,150.066,-38.979
83319.911,298.956,0.971,25.009,303.634,302.132,-7.353,-2.230,-1.176,-0.626,0.216,-3.945,-5.019,-5.031,-1.786,0.522,4.120,-3.505,2.618,0.837,-0.933,-2.140,0.000,36.246,-3.396,-0.303,150.066,-38.979
83311.848,298.953,0.971,25.010,303.634,302.132,-7.461,-2.007,-0.214,0.418,1.514,-3.011,-2.883,-4.176,-1.451,1.879,4.120,-3.293,2.723,1.570,-0.518,-2.365,0.000,36.111,-3.467,-0.304,150.099,-39.000
83315.880,298.956,0.971,25.006,303.555,302.292,-6.271,-3.122,-0.855,-0.000,0.757,-4.257,-4.165,-4.711,-3.014,0.522,4.332,-4.674,2.094,1.361,-1.555,-2.252,0.000,36.073,-3.508,-0.305,150.066,-38.989
83311.848,298.956,0.971,25.007,303.555,302.292,-6.920,-2.341,-1.711,0.418,0.865,-4.465,-4.058,-4.283,-1.898,1.357,4.120,-3.399,2.618,1.675,-0.104,-3.266,0.000,35.957,-3.579,-0.306,150.083,-38.979
