%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
10038.740,272.804,0.128,14.910,14.249,8.670,-7.570,-2.899,-0.856,0.105,0.433,-4.465,-4.486,-4.712,-2.233,0.835,4.543,-3.506,1.571,1.047,-1.037,-2.253,0.000,-64.052,-46.958,4.512,179.996,-10.001
10046.802,272.804,0.128,14.945,14.328,8.510,-7.786,-3.345,-0.856,0.105,1.081,-4.361,-3.738,-4.284,-2.903,0.835,4.121,-3.400,2.827,1.361,-0.829,-2.140,0.000,-64.109,-46.978,4.513,180.012,-9.990
10042.771,272.801,0.128,14.989,14.407,8.189,-7.894,-2.230,-1.925,-0.104,0.757,-4.361,-4.166,-4.070,-1.675,0.209,4.332,-3.081,1.675,0.733,-1.037,-2.703,0.000,-64.109,-46.988,4.514,180.028,-9.990
10038.740,272.798,0.128,14.992,14.407,8.349,-7.678,-1.895,-0.963,0.105,0.649,-4.153,-4.379,-4.498,-2.233,0.835,4.226,-3.294,2.827,0.837,-0.726,-2.028,0.000,-64.167,-47.029,4.515,180.012,-10.001
10042.771,272.801,0.128,14.948,14.328,8.510,-8.110,-2.453,-0.749,-0.522,0.108,-4.257,-3.845,-4.819,-2.122,1.462,3.592,-3.506,2.513,0.209,-0.415,-2.366,0.000,-64.225,-47.009,4.517,179.996,-10.001
10038.740,272.801,0.128,14.951,14.328,8.349,-7.029,-2.230,-1.391,0.209,0.649,-4.361,-3.632,-5.569,-2.010,1.775,4.226,-3.506,2.304,1.256,-1.244,-2.703,0.000,-64.225,-47.029,4.516,180.045,-9.990
10038.740,272.803,0.128,14.992,14.407,8.349,-7.353,-3.010,-1.497,0.418,1.081,-4.050,-4.166,-4.391,-2.791,0.835,4.332,-4.675,2.827,1.047,-0.829,-1.690,0.000,-64.263,-47.060,4.515,179.996,-9.979
10054.865,272.804,0.128,15.021,14.486,8.510,-7.678,-2.118,-1.711,0.000,0.973,-4.777,-3.738,-3.963,-2.233,0.209,4.015,-3.613,1.990,0.942,-1.037,-3.267,0.000,-64.321,-47.070,4.516,180.028,-9.990
10038.740,272.803,0.128,14.910,14.249,8.349,-7.786,-1.784,-1.711,0.000,0.973,-4.257,-4.700,-5.034,-1.898,0.000,4.755,-3.613,2.304,1.361,-0.829,-1.802,0.000,-64.379,-47.080,4.517,180.012,-10.001
10034.708,272.804,0.128,15.036,14.486,8.349,-7.786,-2.453,-0.856,-1.044,0.973,-4.257,-4.913,-4.605,-2.233,1.044,4.015,-3.613,2.513,-0.105,-1.037,-2.366,0.000,-64.379,-47.070,4.517,180.012,-9.979
10038.740,272.803,0.128,14.951,14.328,8.510,-8.002,-2.676,-1.604,0.732,0.433,-3.946,-3.632,-5.248,-1.898,1.566,3.699,-3.506,2.513,1.361,-1.244,-2.028,0.000,-64.456,-47.110,4.515,180.012,-9.990
10038.740,272.801,0.128,15.033,14.486,8.510,-7.894,-3.456,-1.177,-0.627,0.324,-4.153,-3.738,-4.177,-2.456,1.357,4.121,-3.931,2.513,1.675,-0.829,-2.478,0.000,-64.456,-47.121,4.515,179.979,-9.990
10034.708,272.801,0.128,15.036,14.486,8.189,-7.353,-1.784,-1.391,0.105,1.081,-5.088,-3.952,-4.712,-2.121,1.149,4.016,-2.975,2.304,1.466,-0.518,-2.591,0.000,-64.514,-47.121,4.515,179.996,-9.990
10038.740,272.803,0.128,14.951,14.328,8.510,-7.678,-1.784,-2.139,0.209,0.757,-4.050,-3.738,-4.819,-1.563,0.313,4.121,-3.400,1.780,0.628,-1.037,-2.253,0.000,-64.552,-47.121,4.514,180.012,-9.990
10038.740,272.803,0.128,14.951,14.328,8.029,-7.678,-2.676,-1.070,-0.104,0.324,-3.946,-4.486,-4.177,-1.898,1.357,3.593,-3.081,2.827,0.314,-0.311,-1.577,0.000,-64.591,-47.131,4.513,179.996,-9.979
10034.708,272.803,0.128,14.995,14.407,8.349,-8.110,-2.453,-0.749,0.105,0.757,-4.569,-3.845,-5.034,-2.010,1.044,3.487,-3.719,2.199,1.152,-0.726,-2.366,0.000,-64.591,-47.141,4.511,179.996,-9.990
10038.740,272.799,0.128,14.992,14.407,8.510,-7.678,-2.564,-1.070,0.523,0.324,-4.361,-3.845,-4.498,-2.456,1.253,3.910,-3.931,2.304,1.047,-1.555,-2.366,0.000,-64.648,-47.131,4.510,180.012,-9.979
10034.708,272.799,0.128,14.995,14.407,8.510,-7.570,-2.453,-1.391,0.209,0.865,-4.465,-3.952,-4.391,-2.679,0.731,3.699,-3.506,2.304,1.256,-0.933,-2.140,0.000,-64.687,-47.151,4.509,179.996,-9.968
10042.771,272.804,0.128,14.989,14.407,8.670,-7.894,-1.895,-1.925,-0.104,0.973,-4.050,-3.738,-4.712,-1.898,0.522,3.910,-3.188,1.885,0.942,-1.348,-2.816,0.000,-64.687,-47.141,4.508,180.012,-9.979
10042.771,272.804,0.128,15.071,14.565,8.349,-7.894,-2.341,-1.604,-0.313,0.433,-4.257,-4.593,-4.498,-2.121,1.253,3.910,-3.294,2.304,0.523,-0.933,-2.028,0.000,-64.725,-47.171,4.508,180.012,-9.990
10034.708,272.808,0.128,15.037,14.486,8.189,-8.975,-2.341,-1.497,0.209,0.541,-4.361,-3.845,-5.034,-2.010,1.149,3.170,-3.294,2.513,0.733,-1.140,-2.478,0.000,-64.764,-47.161,4.506,180.012,-9.990
10042.771,272.803,0.128,15.030,14.486,8.349,-7.786,-2.899,-1.391,0.105,0.108,-4.257,-4.166,-4.819,-2.233,1.253,3.382,-3.719,1.885,1.675,-1.555,-2.028,0.000,-64.745,-47.171,4.504,180.028,-9.979
